V1	V2	V3	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me1_FC	H3K4me3_FC	RNA_FC	padj
chr11	102469122	102471122	Itga2b	7	7	10	15	7	5	1	1.5	-1.4	-1.39964679307221	0.0805205496020774
chr11	95075801	95077801	Itga3	5	15	7	12	14	13	3	1.71428571428571	-1.07692307692308	-2.32056072135304	2.88977522234692e-96
chr15	103365763	103367763	Itga5	3	10	1	11	18	17	3.33333333333333	11	-1.05882352941176	1.02803274866314	0.29271251665637
chr12	21285284	21287284	Itgb1bp1	4	12	7	5	19	17	3	-1.4	-1.11764705882353	1.37605819092899	1.03581667934221e-16
chr2	155825925	155827925	Eif6	3	11	7	7	16	16	3.66666666666667	1	1	-1.04663629544203	0.280932169854428
chr2	60721643	60723643	Itgb6	9	8	12	17	14	13	-1.125	1.41666666666667	-1.07692307692308	10.4897765068116	0.0075267224757246
chr15	102230944	102232944	Itgb7	7	6	12	17	5	7	-1.16666666666667	1.41666666666667	1.4	1.37193013615321	0.582669647737827
chr2	10130396	10132396	Itih2	6	9	4	9	5	4	1.5	2.25	-1.25	-3.0095814605864	0.611805237358439
chr14	30922760	30924760	Itih3	5	5	6	8	4	1	1	1.33333333333333	-4	1.71516648283959	0.690930232670275
chr9	36766679	36768679	Stt3a	8	9	5	5	18	14	1.125	1	-1.28571428571429	1.15764284733354	0.00123123010826815
chr14	73384289	73386289	Itm2b	4	10	6	10	17	16	2.5	1.66666666666667	-1.0625	1.4180309723105	2.02044404891325e-33
chr7	131321292	131323292	Cuzd1	6	5	4	4	10	5	-1.2	1	-2	-8.22605925715982	0.113407082954913
chr6	146501223	146503223	Itpr2	6	12	9	13	23	19	2	1.44444444444444	-1.21052631578947	-1.63071985336717	6.18439403594546e-23
chr2	137115644	137117644	Jag1	4	14	2	6	11	18	3.5	3	1.63636363636364	-1.98292941022968	1.40400749634633e-24
chr12	112928776	112930776	Jag2	5	3	2	4	2	2	-1.66666666666667	2	1	2.31468835866368	0.050655608827351
chr4	101264282	101266282	Jak1	8	7	5	12	17	19	-1.14285714285714	2.4	1.11764705882353	-1.36009671681591	2.02038833652532e-45
chr10	81229833	81231833	Atcay	5	3	7	12	5	4	-1.66666666666667	1.71428571428571	-1.25	-1.27631619195322	0.934062932880455
chr15	74708535	74710535	Jrk	2	10	6	7	15	14	5	1.16666666666667	-1.07142857142857	-1.26577519886419	7.45590618335191e-06
chr11	115321041	115323041	Ush1g	2	6	10	3	4	4	3	-3.33333333333333	1	-4.19716649420467	0.0318765348878979
chr14	54576558	54578558	Ajuba	5	16	2	5	13	10	3.2	2.5	-1.3	-1.72766045703887	3.80365939540415e-46
chr4	95051222	95053222	Jun	4	10	5	6	16	18	2.5	1.2	1.125	-1.37241606347932	5.43393529017751e-12
chr8	84977718	84979718	Junb	6	14	4	5	18	10	2.33333333333333	1.25	-1.8	4.22325486771586	1.4812660969882e-214
chr11	100396763	100398763	Jup	6	11	6	16	17	2	1.83333333333333	2.66666666666667	-8.5	-1.57464375004536	2.0824042049803e-05
chr4	152476910	152478910	Kcnab2	3	2	1	4	6	8	-1.5	4	1.33333333333333	-1.45350510464714	0.0446371245024139
chr2	167189155	167191155	Kcnb1	3	7	7	5	7	4	2.33333333333333	-1.4	-1.75	-1.13997493765327	0.0284050414260405
chr5	24350604	24352604	Kcnh2	5	7	9	12	14	5	1.4	1.33333333333333	-2.8	8.7470708628916	4.88864231411816e-151
chr1	172328318	172330318	Kcnj9	5	7	3	2	9	7	1.4	-1.5	-1.28571428571429	1.13095705117036	0.911265582850119
chr1	189401273	189403273	Kcnk2	5	12	7	16	2	3	2.4	2.28571428571429	1.5	5.43844103191024	2.49723747442459e-57
chr19	6933515	6935515	Kcnk4	6	8	7	10	10	11	1.33333333333333	1.42857142857143	1.1	-1.04407037501178	0.96371543098506
chr14	20180809	20182809	Kcnk5	5	9	7	13	11	10	1.8	1.85714285714286	-1.1	-4.35796416596054	1.62467140748835e-20
chr14	24013491	24015491	Kcnma1	3	6	3	6	5	4	2	2	-1.25	8.80881072960802	5.20126430597832e-13
chr2	164170113	164172113	Kcns1	3	14	12	13	6	9	4.66666666666667	1.08333333333333	1.5	-1.53320158675309	0.273179415956084
chr17	57030522	57032522	Khsrp	4	12	4	4	19	11	3	1	-1.72727272727273	-1.36192137137711	1.1749309165991e-39
chr4	63171131	63173131	Kif12	2	5	4	2	7	9	2.5	-2	1.28571428571429	-4.29535929030581	0.444263816034465
chr13	46928867	46930867	Kif13a	2	11	2	10	12	12	5.5	5	1	-1.80421179403476	6.23362731212623e-21
chr2	142900531	142902531	Kif16b	13	18	8	13	12	21	1.38461538461538	1.625	1.75	-1.59649783591716	1.76647128910853e-16
chr4	149306693	149308693	Kif1b	2	17	1	3	14	9	8.5	3	-1.55555555555556	1.07563531027767	0.0431603668480309
chr13	107021126	107023126	Kif2a	7	13	3	7	18	8	1.85714285714286	2.33333333333333	-2.25	-1.20034677288981	1.52164996589175e-05
chr15	91048948	91050948	Kif21a	4	6	2	3	18	15	1.5	1.5	-1.2	1.72621120878093	6.67543200867993e-16
chr10	127262348	127264348	Kif5a	6	7	6	9	7	5	1.16666666666667	1.5	-1.4	-1.56764191292336	0.338537188001818
chr18	6240523	6242523	Kif5b	3	16	2	9	20	19	5.33333333333333	4.5	-1.05263157894737	1.11399372304812	7.00863925449356e-07
chr7	79714720	79716720	Kif7	4	7	7	12	15	16	1.75	1.71428571428571	1.06666666666667	1.83776536453067	2.51981251421079e-57
chr8	95201812	95203812	Kifc3	7	11	11	14	5	5	1.57142857142857	1.27272727272727	1	1.25684549157863	1.94086088436786e-05
chr1	170214397	170216397	Uhmk1	11	18	11	13	27	14	1.63636363636364	1.18181818181818	-1.92857142857143	-1.07792601216046	0.0694120591700979
chr19	5117560	5119560	Klc2	3	16	3	7	13	13	5.33333333333333	2.33333333333333	1	1.26170710304964	0.000939412175861648
chr14	100283679	100285679	Klf12	1	5	1	2	5	2	5	2	-2.5	-1.41665572950493	0.0141564809663327
chr4	55531466	55533466	Klf4	3	13	5	9	18	11	4.33333333333333	1.8	-1.63636363636364	4.9391502067068	0
chr12	104152870	104154870	Serpina3c	6	7	8	14	8	8	1.16666666666667	1.75	1	-3.80690419052776	0.25846006295239
chr11	106998541	107000541	Kpna2	6	16	6	14	22	14	2.66666666666667	2.33333333333333	-1.57142857142857	-2.04934259108403	4.46952666229053e-113
chr14	61438874	61440874	Kpna3	3	8	5	7	13	13	2.66666666666667	1.4	1	-1.24264097295488	3.62920479586402e-09
chr4	129671767	129673767	Kpna6	5	15	4	7	21	18	3	1.75	-1.16666666666667	-1.03819307400148	0.207574563373191
chr6	145249239	145251239	Kras	5	13	4	8	11	8	2.6	2	-1.375	-1.05378657721309	0.0888410695447663
chr11	99388364	99390364	Krt10	6	4	8	5	12	6	-1.5	-1.6	-2	-1.08811260257206	0.692387553337588
chr11	100120566	100122566	Krt13	4	7	7	16	6	9	1.75	2.28571428571429	1.5	-1.71292186126146	0.594713475109837
chr11	100206548	100208548	Krt14	2	10	16	8	12	9	5	-2	-1.33333333333333	3.66604711957933	1.30597279623987e-08
chr11	100028868	100030868	Krt33b	5	11	6	16	13	6	2.2	2.66666666666667	-2.16666666666667	2.44058321993924	0.319698296560195
chr11	100104626	100106626	Krt36	7	12	5	14	4	5	1.71428571428571	2.8	1.25	8.30831791885454	0.00393290936290247
chr15	101531820	101533820	Krt84	3	4	9	7	4	2	1.33333333333333	-1.28571428571429	-2	1.31024994884682	0.938951748155984
chr11	79145407	79147407	Ksr1	7	10	4	7	19	16	1.42857142857143	1.75	-1.1875	-1.99874024993247	2.08539392605847e-09
chr1	38663955	38665955	Aff3	2	7	7	8	6	7	3.5	1.14285714285714	1.16666666666667	-2.81916223302537	7.31694348082055e-48
chr6	124910705	124912705	Lag3	13	17	10	17	16	11	1.30769230769231	1.7	-1.45454545454545	-1.09745386134708	0.743043766954212
chr10	27618758	27620758	Lama2	6	11	9	8	11	8	1.83333333333333	-1.125	-1.375	-3.64178681605632	0.00394197875583294
chr1	153185447	153187447	Lamc2	3	6	10	13	5	2	2	1.3	-2.5	6.78025158535091	2.31299811507574e-23
chr7	79860059	79862059	Anpep	3	25	6	12	8	3	8.33333333333333	2	-2.66666666666667	1.16520018813641	2.74511704913871e-06
chr8	73352540	73354540	Large1	3	13	2	9	15	9	4.33333333333333	4.5	-1.66666666666667	1.09973396357979	0.00148178214198357
chr7	126368541	126370541	Lat	4	3	2	2	4	1	-1.33333333333333	1	-4	1.12359518783811	0.864788383439
chr8	105942382	105944382	Lcat	6	7	3	3	6	1	1.16666666666667	1	-6	1.64743019784199	0.00227755386896289
chr4	129572641	129574641	Lck	3	6	8	5	6	6	2	-1.6	1	-2.15402537483399	0.335199907191501
chr19	46044214	46046214	Ldb1	3	9	12	6	14	19	3	-2	1.35714285714286	1.0168608311836	0.553711593995852
chr5	44798680	44800680	Ldb2	2	9	2	6	4	6	4.5	3	1.5	-3.30617107541092	0.666352467012306
chr6	142506957	142508957	Ldhb	4	3	4	7	10	4	-1.33333333333333	1.75	-2.5	-2.63842810514933	2.17178576367786e-08
chr14	79661170	79663170	Cnmd	2	5	3	3	4	3	2.5	1	-1.33333333333333	2.61644767405099	0.489793572558454
chr11	78983946	78985946	Lgals9	9	16	10	14	19	14	1.77777777777778	1.4	-1.35714285714286	-1.13098416230248	1.45784832667973e-05
chr11	84524535	84526535	Lhx1	2	1	1	3	7	3	-2	3	-2.33333333333333	-4.03269956321732	0.0677872375471905
chr1	155750684	155752684	Lhx4	4	2	7	6	8	2	-2	-1.16666666666667	-4	-1.08147504333169	0.908607178303802
chr2	36104408	36106408	Lhx6	3	12	8	15	17	14	4	1.875	-1.21428571428571	-1.5100943700551	0.000247243273971579
chr3	154329659	154331659	Lhx8	2	4	3	4	10	7	2	1.33333333333333	-1.42857142857143	-4.9564297251319	0.056704734581238
chr1	138847577	138849577	Lhx9	2	5	2	4	1	4	2.5	2	4	-1.34521662440166	0.569926433553913
chr5	134687598	134689598	Limk1	5	4	5	7	10	11	-1.25	1.4	1.1	1.37319500377766	2.54513214138659e-13
chr11	3408189	3410189	Limk2	3	13	7	13	18	12	4.33333333333333	1.85714285714286	-1.5	-1.31363294572039	1.5742821256212e-07
chr19	34526474	34528474	Lipa	3	9	10	12	16	12	3	1.2	-1.33333333333333	-1.25065557615293	2.98552492846279e-23
chr7	25397710	25399710	Lipe	3	7	7	9	3	8	2.33333333333333	1.28571428571429	2.66666666666667	-1.06814466980343	0.630400913953287
chr18	74960263	74962263	Lipg	4	7	3	13	8	7	1.75	4.33333333333333	-1.14285714285714	-3.49807421451701	0.455338637292728
chr3	88502337	88504337	Lmna	5	13	5	8	18	12	2.6	1.6	-1.5	-1.00600566891793	0.814719924583717
chr10	80917245	80919245	Lmnb2	5	15	6	11	15	14	3	1.83333333333333	-1.07142857142857	-1.52909090273234	7.51243177112455e-26
chr3	144204220	144206220	Lmo4	1	15	3	4	27	14	15	1.33333333333333	-1.92857142857143	1.0841083249842	0.0437801176973321
chr17	34186764	34188764	Psmb9	1	13	5	6	17	13	13	1.2	-1.30769230769231	-2.6465781653509	1.60611393902284e-17
chr5	121836646	121838646	Sh2b3	2	8	6	8	9	10	4	1.33333333333333	1.11111111111111	-1.38166514211977	1.81221134118442e-24
chr5	74701912	74703912	Lnx1	2	5	3	2	9	2	2.5	-1.5	-4.5	4.18292965314169	1.90859460608232e-28
chr18	52528867	52530867	Lox	8	13	8	14	16	17	1.625	1.75	1.0625	2.0127977399401	5.42015038839791e-143
chr9	58312186	58314186	Loxl1	4	8	9	13	11	8	2	1.44444444444444	-1.375	-2.17226532966197	1.35688652938887e-56
chr19	20389944	20391944	Anxa1	19	31	10	15	22	27	1.63157894736842	1.5	1.22727272727273	1.11582600393392	1.47074694762693e-12
chr10	127620148	127622148	Lrp1	6	14	3	5	8	13	2.33333333333333	1.66666666666667	1.625	-1.03341827683031	0.489111436073546
chr19	3685564	3687564	Lrp5	7	9	5	9	27	21	1.28571428571429	1.8	-1.28571428571429	-1.51742370251835	3.18958044995199e-35
chr6	134565965	134567965	Lrp6	8	15	7	7	17	8	1.875	1	-2.125	-1.46992560983479	1.04588565191488e-33
chr5	35104766	35106766	Lrpap1	4	11	3	9	19	14	2.75	3	-1.35714285714286	-1.02494825735588	0.57640359305516
chr6	124778727	124780727	Lrrc23	5	8	7	11	6	8	1.6	1.57142857142857	1.33333333333333	-13.2001282314979	0.0628850151323876
chr17	35187439	35189439	Lst1	8	11	8	19	16	10	1.375	2.375	-1.6	-2.49072038206207	0.244666501991508
chr17	35204351	35206351	Lta	6	9	6	17	10	5	1.5	2.83333333333333	-2	-1.14082112300306	0.893414565719769
chr12	84875532	84877532	Ltbp2	2	1	3	3	3	1	-2	1	-3	1.87020862376449	0.190398156496601
chr6	125312885	125314885	Ltbr	3	15	8	9	19	16	5	1.125	-1.1875	1.02137367106301	0.612903002454526
chr11	50237616	50239616	Ltc4s	4	10	2	6	4	5	2.5	3	1.25	5.71578877022083	0.000632830484923928
chr2	119759431	119761431	Ltk	5	11	12	11	7	6	2.2	-1.09090909090909	-1.16666666666667	-2.48920361153104	0.614630047878255
chr4	62518918	62520918	Alad	7	16	10	16	17	16	2.28571428571429	1.6	-1.0625	-1.27000853014996	6.82632376428129e-07
chr3	67462926	67464926	Lxn	3	11	3	9	10	10	3.66666666666667	3	1	-1.02098140780355	0.754619280492403
chr18	33212862	33214862	Stard4	9	18	5	10	18	12	2	2	-1.5	-1.06607058807203	0.0447344139898775
chr11	115932477	115934477	Recql5	5	14	5	12	25	15	2.8	2.4	-1.66666666666667	1.14522107785751	0.115752639973281
chr15	102365968	102367968	Sp7	23	24	14	26	32	23	1.04347826086957	1.85714285714286	-1.39130434782609	3.7830030897938	0
chr19	40993535	40995535	Blnk	3	3	1	7	6	6	1	7	1	3.30588220557968	0.414162834989847
chr13	113617564	113619564	Snx18	5	10	3	4	11	8	2	1.33333333333333	-1.375	-1.58931179752181	4.66315091076998e-53
chr2	148442563	148444563	Cd93	2	9	6	8	4	4	4.5	1.33333333333333	1	1.28128259688384	0.550403875360272
chr3	87173747	87175747	Kirrel	4	20	6	6	13	12	5	1	-1.08333333333333	1.10497696644668	0.000689525854042522
chr15	75047830	75049830	Ly6c1	7	15	13	22	12	10	2.14285714285714	1.69230769230769	-1.2	-1.0549725573392	0.536638227620249
chr14	37097347	37099347	Cdhr1	4	3	10	7	18	9	-1.33333333333333	-1.42857142857143	-2	-8.74571444306274	1.53048925664231e-19
chr1	120073074	120075074	Tmem37	5	3	15	7	5	3	-1.66666666666667	-2.14285714285714	-1.66666666666667	1.03964007868515	0.867930288997015
chr17	32946402	32948402	Cyp4f13	5	8	7	15	15	13	1.6	2.14285714285714	-1.15384615384615	1.5038447018028	1.73544252597457e-07
chr2	130283547	130285547	Idh3b	7	15	5	8	23	16	2.14285714285714	1.6	-1.4375	-1.06095977707069	0.0200766073812737
chr4	147903704	147905704	Mfn2	6	9	4	5	16	6	1.5	1.25	-2.66666666666667	-1.28095560476842	7.17585018261184e-14
chr8	122359746	122361746	Trhr2	5	17	10	12	7	12	3.4	1.2	1.71428571428571	7.70674210034607	0.106819351620989
chr2	63183287	63185287	Kcnh7	4	2	2	7	6	4	-2	3.5	-1.5	-1.54871273649375	0.483275960829429
chr11	62730885	62732885	Zfp287	5	6	12	7	17	9	1.2	-1.71428571428571	-1.88888888888889	-1.1623923691778	0.0156167869087821
chr19	53039214	53041214	Xpnpep1	7	18	16	16	10	14	2.57142857142857	1	1.4	1.06675869650996	0.0207176037076487
chr9	50554181	50556181	Bco2	5	13	7	16	16	18	2.6	2.28571428571429	1.125	2.87286659864538	2.49538931537897e-05
chr3	9609085	9611085	Zfp704	6	5	3	4	7	6	-1.2	1.33333333333333	-1.16666666666667	-1.04562492403194	0.329199074414463
chr2	60382303	60384303	Ly75	4	11	8	8	16	11	2.75	1	-1.45454545454545	-2.65380659962876	4.25016808353614e-60
chr9	44250471	44252471	Pdzd3	5	12	8	7	3	1	2.4	-1.14285714285714	-3	2.96654954250588	0.462006615725488
chr13	67525177	67527177	Zfp87	8	9	3	7	14	10	1.125	2.33333333333333	-1.4	1.66558607323317	4.9808061917614e-08
chr3	54806791	54808791	Rfxap	9	9	6	4	13	9	1	-1.5	-1.44444444444444	1.17202880825138	0.0781962325984257
chr2	11553077	11555077	Pfkfb3	5	7	6	12	13	11	1.4	2	-1.18181818181818	1.20028875024675	0.00298831249281259
chr8	3953746	3955746	Cd209c	3	5	6	4	2	5	1.66666666666667	-1.5	2.5	1.04659898995153	0.88598812743456
chr15	89127700	89129700	Hdac10	4	18	8	15	22	12	4.5	1.875	-1.83333333333333	1.18735633445196	0.000227805212330245
chr2	164803882	164805882	Acot8	10	10	12	11	25	26	1	-1.09090909090909	1.04	1.26898142431463	0.0100111734314319
chr2	156179238	156181238	Rbm39	5	22	3	7	20	14	4.4	2.33333333333333	-1.42857142857143	1.29544816339311	4.74270531127112e-17
chr5	107596888	107598888	Glmn	8	8	10	9	24	19	1	-1.11111111111111	-1.26315789473684	1.07499753150111	0.519724146736962
chr18	61399431	61401431	Ppargc1b	2	9	3	6	13	12	4.5	2	-1.08333333333333	-1.3796259038636	0.0315053482964394
chr1	21078229	21080229	Tram2	4	18	4	6	13	15	4.5	1.5	1.15384615384615	1.2629602740467	1.2964930949992e-12
chr9	21509252	21511252	Tmed1	10	13	1	10	10	16	1.3	10	1.6	1.17693746249624	7.74724304539255e-05
chr11	3503821	3505821	Inpp5j	5	7	5	9	6	4	1.4	1.8	-1.5	12.471037365616	0.0288714052653007
chr1	171606410	171608410	Ly9	8	25	11	15	16	27	3.125	1.36363636363636	1.6875	1.1561125486727	0.000491110074355253
chr11	115535276	115537276	Sumo2	5	18	5	7	15	13	3.6	1.4	-1.15384615384615	-1.40816008836951	4.35899698796833e-56
chr10	117281321	117283321	Lyz2	6	9	14	17	14	10	1.5	1.21428571428571	-1.4	-1.32691769490339	8.86886808827856e-06
chr10	117291868	117293868	Lyz1	4	8	11	12	12	12	2	1.09090909090909	1	1.93666964147789	0.756051338999519
chr3	57300988	57302988	Tm4sf1	13	16	9	22	8	11	1.23076923076923	2.44444444444444	1.375	1.88950603003145	1.23183121268825e-34
chr17	56981126	56983126	Acer1	5	11	11	8	12	8	2.2	-1.375	-1.5	2.29142475907185	0.0350761457803857
chr2	29252005	29254005	Ntng2	7	7	6	11	12	12	1	1.83333333333333	1	1.35679676893144	8.54418112820614e-07
chr10	37137920	37139920	Marcks	7	16	5	7	31	18	2.28571428571429	1.4	-1.72222222222222	-1.9964691655774	9.06634912678416e-128
chr19	4476447	4478447	Syt12	7	7	6	15	6	10	1	2.5	1.66666666666667	-1.38776516039965	0.0083881541066695
chr6	66776130	66778130	Vmn1r38	11	13	14	12	13	11	1.18181818181818	-1.16666666666667	-1.18181818181818	-1.12120864014036	0.889221982292492
chr6	66559096	66561096	Vmn1r32	5	7	7	4	9	7	1.4	-1.75	-1.28571428571429	-4.9732001016087	0.221312919435984
chr6	86668161	86670161	Mxd1	4	20	8	10	18	12	5	1.25	-1.5	1.46234324730215	8.61072435779108e-19
chr6	58008202	58010202	Vmn1r26	4	8	5	8	10	7	2	1.6	-1.42857142857143	1.38618250033971	0.286371350133692
chr6	57389666	57391666	Vmn1r18	7	12	9	9	11	8	1.71428571428571	1	-1.375	-1.03742231169587	0.84237471645632
chr5	140320552	140322552	Mad1l1	6	14	1	11	16	19	2.33333333333333	11	1.1875	1.17800718355007	8.03252929385367e-06
chr6	57322635	57324635	Vmn1r16	4	8	11	13	16	17	2	1.18181818181818	1.0625	1.18625490227705	0.689533482199992
chr13	55328823	55330823	Mxd3	11	13	8	5	18	21	1.18181818181818	-1.6	1.16666666666667	-3.4393770588232	2.89966052164071e-64
chr5	34186720	34188720	Mxd4	5	10	5	10	10	14	2	2	1.4	1.73694327466514	4.97420093764438e-59
chr7	11930285	11932285	Vmn1r76	2	7	6	4	7	5	3.5	-1.5	-1.4	1.11687245582175	0.50033972695068
chr7	12321175	12323175	Vmn1r83	4	7	5	4	6	4	1.75	-1.25	-1.5	1.03604752295956	0.963046921093622
chr7	12259679	12261679	Vmn1r81	6	11	9	8	8	10	1.83333333333333	-1.125	1.25	1.1673003182578	0.27847209783124
chr8	79398518	79400518	Smad1	5	7	4	3	14	12	1.4	-1.33333333333333	-1.16666666666667	1.44250261165354	3.615296035266e-26
chr13	22620135	22622135	Vmn1r206	9	9	7	7	8	3	1	1	-2.66666666666667	1.18062047903098	0.857781372662476
chr13	22772325	22774325	Vmn1r208	6	6	4	6	5	6	1	1.5	1.2	-1.54151388250145	0.434046610270781
chr13	22501245	22503245	Vmn1r202	4	4	7	5	11	5	1	-1.4	-2.2	1.5462685417385	0.236865520721225
chr7	13131358	13133358	Vmn1r87	7	10	6	12	6	3	1.42857142857143	2	-2	1.2635212726654	0.175339623552974
chr7	26611164	26613164	Vmn1r185	5	13	4	5	9	6	2.6	1.25	-1.5	-1.22845054660063	0.908643915921889
chr7	12361764	12363764	Vmn1r84	5	8	3	3	6	5	1.6	1	-1.2	-1.9832081254985	0.262813084218318
chr9	63756994	63758994	Smad3	6	18	2	8	16	11	3	4	-1.45454545454545	1.14920516204788	3.04837512088209e-08
chr13	23183524	23185524	Vmn1r220	5	7	6	7	9	8	1.4	1.16666666666667	-1.125	1.77103524477615	0.260703332721167
chr18	73702780	73704780	Smad4	3	12	4	7	16	13	4	1.75	-1.23076923076923	1.41120705440509	1.10757168813634e-30
chr9	64021059	64023059	Smad6	6	16	4	3	14	10	2.66666666666667	-1.33333333333333	-1.4	-1.30286528267298	1.70476074398966e-06
chr8	115706794	115708794	Maf	4	14	6	9	21	12	3.5	1.5	-1.75	-1.09715826325387	0.00835097808824254
chr7	30913873	30915873	Mag	6	7	8	5	14	3	1.16666666666667	-1.6	-4.66666666666667	-2.27600766800977	0.446628563556849
chr3	95250193	95252193	Bnipl	4	8	4	7	7	3	2	1.75	-2.33333333333333	1.32818949065098	0.81965464402658
chr2	121955092	121957092	Mageb3	4	9	6	12	14	20	2.25	2	1.42857142857143	-5.48616197697489	0.334013578645601
chr13	41078706	41080706	Mak	1	4	2	1	2	5	4	-2	2.5	-1.58607533175817	0.543717927636593
chr2	118548687	118550687	Bmf	6	13	7	10	21	12	2.16666666666667	1.42857142857143	-1.75	3.68539375645566	6.68063450269445e-49
chr3	100684503	100686503	Man1a2	4	18	3	6	9	14	4.5	2	1.55555555555556	-1.31050670957851	1.67140014983371e-22
chr5	36829653	36831653	Man2b2	4	9	7	12	18	11	2.25	1.71428571428571	-1.63636363636364	-1.05406840382482	0.122651629243668
chr1	131096826	131098826	Mapkapk2	3	13	6	8	11	11	4.33333333333333	1.33333333333333	1	1.1825235844816	1.00624172073115e-10
chr5	121544905	121546905	Mapkapk5	3	16	4	8	23	16	5.33333333333333	2	-1.4375	1.10539055886576	0.0186238905826251
chr11	32266707	32268707	Nprl3	5	13	9	10	13	16	2.6	1.11111111111111	1.23076923076923	-1.0407689173222	0.644546782025944
chr17	12867143	12869143	Mas1	14	21	30	25	13	12	1.5	-1.2	-1.08333333333333	1.30205807018242	0.605290540191485
chr16	23519815	23521815	Masp1	6	25	10	15	16	16	4.16666666666667	1.5	1	-3.05658050797515	1.12879195826688e-215
chr7	31075704	31077704	Fxyd3	4	6	7	10	8	2	1.5	1.42857142857143	-4	-1.05607780873371	0.971304216052103
chr2	164404160	164406160	Matn4	6	14	10	10	14	5	2.33333333333333	1	-2.8	1.03101372458355	0.54028211489361
chr12	76961201	76963201	Max	4	14	6	3	16	11	3.5	-2	-1.45454545454545	1.12361709319128	0.00119976766497467
chr7	127026037	127028037	Maz	4	9	1	2	22	9	2.25	2	-2.44444444444444	-1.05546606238664	0.0243248557322676
chr15	77049670	77051670	Mb	10	16	7	20	11	5	1.6	2.85714285714286	-2.2	2.64758639791583	0.4339928759135
chr10	80398550	80400550	Mbd3	5	10	3	3	14	10	2	1	-1.4	-1.0994500024421	0.000689127263293081
chr6	115852371	115854371	Mbd4	4	21	6	10	24	22	5.25	1.66666666666667	-1.09090909090909	-1.14919795650075	0.0132540413801882
chr1	20819312	20821312	Mcm3	7	15	3	13	22	24	2.14285714285714	4.33333333333333	1.09090909090909	-3.54202017658877	8.02441467686225e-137
chr6	88897780	88899780	Mcm2	6	13	11	7	28	21	2.16666666666667	-1.57142857142857	-1.33333333333333	-2.52913710166549	5.16277398915772e-234
chr16	15636400	15638400	Mcm4	2	8	4	6	19	18	4	1.5	-1.05555555555556	-3.16025596740299	4.64191660242618e-297
chr1	128358664	128360664	Mcm6	1	13	7	9	21	16	13	1.28571428571429	-1.3125	-3.68877134128949	0
chr5	138171422	138173422	Mcm7	5	6	1	11	17	17	1.2	11	1	-2.13165772263568	1.12872002774683e-65
chr1	195091249	195093249	Cd46	4	10	5	7	5	2	2.5	1.4	-2.5	-1.20099261862756	0.349805761943989
chr2	128686391	128688391	Anapc1	8	18	9	15	19	16	2.25	1.66666666666667	-1.1875	1.12840643527239	0.00661098633159703
chr17	47833691	47835691	Mdfi	4	6	9	5	5	5	1.5	-1.8	1	-1.30897538013536	0.860095791704813
chr2	91931297	91933297	Mdk	2	4	4	6	4	3	2	1.5	-1.33333333333333	-1.25383506664832	0.715746473161661
