chr	promoter_starts	promoter_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me3	DAY4_H3K4me3	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr1	85648988	85650988	Sp100	36	20	22	17	-1.8	-1.29411764705882	23.75	-0.894511820015336	1.2321323774366e-13
chr6	125214551	125216551	Vamp1	19	14	34	28	-1.35714285714286	-1.21428571428571	23.75	-0.203976289587087	0.10244791311224
chr3	142529342	142531342	Gbp7	11	7	41	36	-1.57142857142857	-1.13888888888889	23.75	-0.882818927625233	0.00357733290949774
chr8	119861266	119863266	Klhl36	21	10	44	20	-2.1	-2.2	23.75	0.29186683153687	0.0589196318301047
chr7	96950505	96952505	Nars2	25	14	31	25	-1.78571428571429	-1.24	23.75	0.364883233379982	0.0147930748758865
chr9	64178274	64180274	Snapc5	22	18	36	19	-1.22222222222222	-1.89473684210526	23.75	-0.160004925133696	0.13348178276848
chr6	43264582	43266582	Arhgef5	20	15	34	26	-1.33333333333333	-1.30769230769231	23.75	0.219511255659184	0.0344601486531839
chr2	152686035	152688035	Mcts2	31	13	21	30	-2.38461538461538	1.42857142857143	23.75	0.294284455837861	0.000136090830995245
chr7	133775861	133777861	Fank1	20	9	35	31	-2.22222222222222	-1.12903225806452	23.75	1.45269646646745	0.217185226616281
chr13	91459283	91461283	Ssbp2	39	27	13	16	-1.44444444444444	1.23076923076923	23.75	-0.724228832748883	1.14805264201224e-23
chr12	21315389	21317389	Iah1	27	14	29	25	-1.92857142857143	-1.16	23.75	0.332830785276469	1.27180226907374e-05
chr5	76528311	76530311	Exoc1	26	18	20	31	-1.44444444444444	1.55	23.75	0.154951999305009	0.126660207228509
chr13	43397390	43399390	Nol7	26	19	31	19	-1.36842105263158	-1.63157894736842	23.75	-0.340079248010347	2.05099964449617e-06
chr14	60783573	60785573	Mipep	21	11	35	28	-1.90909090909091	-1.25	23.75	0.14705736764008	0.0281412785411965
chr2	122159700	122161700	Trim69	29	29	11	26	0	2.36363636363636	23.75	-0.488450734770515	0.634514938844207
chr7	100226394	100228394	Pgm2l1	27	7	33	28	-3.85714285714286	-1.17857142857143	23.75	-0.978191305457917	1.86807146466225e-12
chr9	107562255	107564255	Tusc2	21	13	32	29	-1.61538461538462	-1.10344827586207	23.75	-0.217546770952098	0.0253958183874423
chr18	37673307	37675307	Pcdhga3	20	20	30	25	0	-1.2	23.75	-0.433342139050664	6.15580027587931e-26
chr9	108506706	108508706	Qars	22	13	26	34	-1.69230769230769	1.30769230769231	23.75	0.193760452409331	0.000418161439429914
chr16	4540816	4542816	Srl	32	22	21	20	-1.45454545454545	-1.05	23.75	0.227024622151082	0.0875464475334751
chr7	4444649	4446649	Rdh13	26	24	20	25	-1.08333333333333	1.25	23.75	-0.164590820358134	0.063344436183613
chr9	106437319	106439319	Acy1	15	12	41	27	-1.25	-1.51851851851852	23.75	0.337113202073624	0.00282115911216043
chr11	33146400	33148400	Fgf18	27	9	37	22	-3	-1.68181818181818	23.75	-1.92746342970811	3.81420346217662e-20
chr17	33999347	34001347	H2-K1	13	12	35	35	-1.08333333333333	0	23.75	0.643756280142354	5.06591531998709e-42
chr12	56344894	56346894	Mbip	10	15	35	35	1.5	0	23.75	0.0153646898668709	0.888306407501063
chr4	151056963	151058963	Vamp3	20	19	23	33	-1.05263157894737	1.43478260869565	23.75	0.0678080668166158	0.131177307099394
chr1	74748221	74750221	Prkag3	23	25	16	31	1.08695652173913	1.9375	23.75	0.26232444628569	0.17975504478848
chr5	114689984	114691984	Gltp	15	10	49	21	-1.5	-2.33333333333333	23.75	0.165377060249874	0.00129797396820569
chr5	92277170	92279170	Naaa	16	6	42	31	-2.66666666666667	-1.35483870967742	23.75	-0.716327650671906	4.02147370212382e-12
chr7	110843457	110845457	Rnf141	16	11	33	35	-1.45454545454545	1.06060606060606	23.75	-0.184670300461733	0.025476945697333
chr9	106198746	106200746	Ppm1m	16	22	34	23	1.375	-1.47826086956522	23.75	0.271582872320275	2.692543256882e-06
chr4	141663899	141665899	Plekhm2	29	21	29	16	-1.38095238095238	-1.8125	23.75	0.238860431520475	0.00232045674671658
chr4	149954043	149956043	Spsb1	30	13	33	19	-2.30769230769231	-1.73684210526316	23.75	-0.597692566949771	9.57153076238552e-12
chr4	126532472	126534472	Ago4	16	9	43	27	-1.77777777777778	-1.59259259259259	23.75	0.320062643728477	0.00197838615658344
chr10	80827797	80829797	Mir1982	22	12	31	29	-1.83333333333333	-1.06896551724138	23.5	NA	NA
chr17	47504051	47506051	Ccnd3	19	27	23	25	1.42105263157895	1.08695652173913	23.5	-0.130302101316792	0.00413603251336091
chr14	27037941	27039941	Il17rd	25	13	28	28	-1.92307692307692	0	23.5	-0.109737630486001	0.0421138799654215
chr11	54099095	54101095	P4ha2	16	28	25	25	1.75	0	23.5	1.46743149424677	3.58359779489709e-156
chr15	81662889	81664889	L3mbtl2	13	9	36	36	-1.44444444444444	0	23.5	-0.0540383727985079	0.440996565058881
chr7	16737410	16739410	Ap2s1	27	14	24	29	-1.92857142857143	1.20833333333333	23.5	-0.119856316630215	0.0197819113352733
chr1	88210959	88212959	Ugt1a1	29	17	28	20	-1.70588235294118	-1.4	23.5	-1.05296725334041	NA
chr7	130935111	130937111	Htra1	31	16	18	29	-1.9375	1.61111111111111	23.5	-0.31473611881791	1.20116859762704e-09
chr4	114405724	114407724	Trabd2b	29	17	23	25	-1.70588235294118	1.08695652173913	23.5	-1.3072076036722	8.76833790205727e-47
chr13	85188408	85190408	Ccnh	19	15	31	29	-1.26666666666667	-1.06896551724138	23.5	-0.142468957434703	0.00645490162750546
chr16	16212318	16214318	Pkp2	25	11	35	23	-2.27272727272727	-1.52173913043478	23.5	-2.70655363302024	4.20840977033089e-60
chr5	120588016	120590016	Iqcd	27	12	36	19	-2.25	-1.89473684210526	23.5	1.04329192097545	2.29581675524858e-05
chr7	30625151	30627151	Cox6b1	22	19	29	24	-1.15789473684211	-1.20833333333333	23.5	0.0641616173002246	0.303613076815087
chr10	75772414	75774414	Ddt	24	15	35	20	-1.6	-1.75	23.5	-0.0760250323588573	0.290000861557387
chr5	137071268	137073268	Serpine1	29	29	18	18	0	0	23.5	0.435473504724697	2.49954721648182e-11
chr8	69183225	69185225	Lzts1	14	21	40	19	1.5	-2.10526315789474	23.5	2.54639001485336	1.86211921170309e-78
chr10	61272438	61274438	Adamts14	21	25	25	23	1.19047619047619	-1.08695652173913	23.5	1.31664639466663	4.93528595738983e-90
chr19	4942127	4944127	Peli3	14	20	34	26	1.42857142857143	-1.30769230769231	23.5	-0.349174561471399	0.0745913588611103
chr11	60913750	60915750	Natd1	20	21	26	27	1.05	1.03846153846154	23.5	0.187901664564961	0.00238863950076958
chr19	29324356	29326356	Insl6	15	12	28	39	-1.25	1.39285714285714	23.5	-1.7670556508441	1.60335852881085e-07
chr5	110447602	110449602	Fbrsl1	25	10	32	27	-2.5	-1.18518518518519	23.5	-0.297094796636795	0.00135047585899006
chr7	112158057	112160057	Dkk3	29	16	24	25	-1.8125	1.04166666666667	23.5	-0.502808847847948	2.97299118696231e-50
chr4	135432853	135434853	Rcan3	14	22	32	26	1.57142857142857	-1.23076923076923	23.5	0.243487694616307	0.000128276741385312
chr14	14119984	14121984	Psmd6	17	14	34	29	-1.21428571428571	-1.17241379310345	23.5	0.0753087354374875	0.184128976530595
chr4	133999918	134001918	Dhdds	12	18	34	30	1.5	-1.13333333333333	23.5	0.0311358404197231	0.590654051464681
chr14	26970232	26972232	Appl1	15	11	35	33	-1.36363636363636	-1.06060606060606	23.5	0.123554949005206	0.0199033883004754
chr3	10439102	10441102	Snx16	26	13	26	29	-2	1.11538461538462	23.5	0.109231300081571	0.360702695570293
chr10	128899989	128901989	Cd63	28	36	16	13	1.28571428571429	-1.23076923076923	23.25	0.731538602755868	2.69944751851714e-127
chr18	30271747	30273747	Pik3c3	16	12	27	38	-1.33333333333333	1.40740740740741	23.25	0.0631253434080707	0.340446644125914
chr18	64339020	64341020	Onecut2	17	11	38	27	-1.54545454545455	-1.40740740740741	23.25	-0.212117089222368	0.0273665118659734
chr9	110332288	110334288	Scap	26	12	31	24	-2.16666666666667	-1.29166666666667	23.25	-0.230762150517046	0.000980177073052224
chr9	20580325	20582325	Zfp846	24	16	29	24	-1.5	-1.20833333333333	23.25	-0.195258834078591	0.0658818806229783
chr8	105268801	105270801	Hsf4	39	21	18	15	-1.85714285714286	-1.2	23.25	0.981355588051899	1.54308332547912e-17
chr3	89714022	89716022	Adar	20	9	30	34	-2.22222222222222	1.13333333333333	23.25	-0.599961180711284	1.08459944296154e-10
chr11	4703678	4705678	Zmat5	22	22	22	27	0	1.22727272727273	23.25	0.397881663099706	0.00424649137391835
chr18	52464693	52466693	Srfbp1	20	16	30	27	-1.25	-1.11111111111111	23.25	-0.203529049426767	0.0179560451953985
chr8	123652929	123654929	Rhou	15	15	37	26	0	-1.42307692307692	23.25	-0.272247581283094	0.0281511262146373
chr12	88359554	88361554	Adck1	26	19	29	19	-1.36842105263158	-1.52631578947368	23.25	0.00851734593222202	0.937464138046303
chr14	51006751	51008751	Rnase10	36	31	17	9	-1.16129032258065	-1.88888888888889	23.25	-1.81964550728778	1.94020284981327e-12
chr15	55111317	55113317	Deptor	22	8	39	24	-2.75	-1.625	23.25	0.291995112311045	5.48086781239122e-08
chr16	31313808	31315808	Apod	21	32	15	25	1.52380952380952	1.66666666666667	23.25	-0.468507289825978	0.000490986724737086
chr17	12867143	12869143	Mas1	28	33	22	10	1.17857142857143	-2.2	23.25	0.380793792356074	0.605290540191485
chr9	49797925	49799925	Ncam1	17	12	36	28	-1.41666666666667	-1.28571428571429	23.25	0.67901668070434	3.42261336773524e-28
chr1	132138684	132140684	Cdk18	27	8	30	28	-3.375	-1.07142857142857	23.25	-0.999252632851737	2.29181700006164e-08
chr5	135077266	135079266	Vps37d	34	10	24	25	-3.4	1.04166666666667	23.25	-0.273296756449379	0.0385082268748097
chr10	128918297	128920297	Rdh5	47	33	10	3	-1.42424242424242	-3.33333333333333	23.25	0.992032323903935	1.65230306992892e-22
chr9	73967966	73969966	Unc13c	12	16	40	25	1.33333333333333	-1.6	23.25	-1.75385427564831	3.11193039369207e-20
chr13	74389836	74391836	Zfp72	21	10	31	31	-2.1	0	23.25	-0.198106708334057	0.249204574067996
chr7	30050380	30052380	Zfp14	20	9	33	31	-2.22222222222222	-1.06451612903226	23.25	0.266858422876852	0.154857437167386
chr7	80824974	80826974	Iqgap1	21	45	11	16	2.14285714285714	1.45454545454545	23.25	0.355801442802907	3.58971813586507e-42
chr13	103333497	103335497	Mast4	22	6	45	20	-3.66666666666667	-2.25	23.25	-0.0637364250347825	0.727652363601382
chr18	80933060	80935060	Atp9b	17	15	27	34	-1.13333333333333	1.25925925925926	23.25	0.0322149137416862	0.712895802077207
chr7	45895714	45897714	Syngr4	26	19	24	24	-1.36842105263158	0	23.25	-2.15393110111564	0.000614019800232309
chr3	129969206	129971206	Mcub	18	11	41	23	-1.63636363636364	-1.78260869565217	23.25	0.14740971500452	0.14677589336016
chr15	76242441	76244441	Parp10	11	19	42	21	1.72727272727273	-2	23.25	-0.826553365099612	7.14255048195105e-17
chr9	123365927	123367927	Lars2	20	4	38	30	-5	-1.26666666666667	23	1.24745703059185	0.00230330980304734
chr15	80976765	80978765	Sgsm3	25	5	32	30	-5	-1.06666666666667	23	0.242002060245209	0.0211998319175311
chr11	95836216	95838216	Gngt2	31	25	24	12	-1.24	-2	23	2.09193582239779	4.959500823326e-21
chr15	102997257	102999257	Hoxc6	32	21	23	16	-1.52380952380952	-1.4375	23	0.722628372162893	0.0351968190099031
chr15	79228173	79230173	Pick1	32	6	39	15	-5.33333333333333	-2.6	23	0.0598018084316332	0.629803256672985
chr3	99239381	99241381	Tbx15	8	13	41	30	1.625	-1.36666666666667	23	-0.46616400806626	2.40874655865202e-29
chr13	108315332	108317332	Depdc1b	17	12	36	27	-1.41666666666667	-1.33333333333333	23	-1.3422784549974	2.39235332019383e-22
chr7	44309253	44311253	Shank1	23	20	26	23	-1.15	-1.1304347826087	23	0.177048912942592	0.123408683369079
chr11	98835785	98837785	Rapgefl1	17	17	34	24	0	-1.41666666666667	23	0.642512193749715	3.90927513603445e-10
chr1	143639664	143641664	B3galt2	31	13	21	27	-2.38461538461538	1.28571428571429	23	2.20295803731294	0.0252444656517485
chr6	127560338	127562338	Cracr2a	19	18	23	32	-1.05555555555556	1.39130434782609	23	0.778352537058931	6.49775044448137e-32
chr19	46706458	46708458	As3mt	26	23	25	18	-1.1304347826087	-1.38888888888889	23	0.368978437448856	1.86695067600944e-05
chr17	71181560	71183560	Lpin2	19	14	31	28	-1.35714285714286	-1.10714285714286	23	0.277468152348365	0.000431220224092864
chr4	138433671	138435671	Mul1	22	13	35	22	-1.69230769230769	-1.59090909090909	23	-0.104692297935383	0.46081662381785
chr9	14274067	14276067	Sesn3	19	29	17	27	1.52631578947368	1.58823529411765	23	-1.54529435712759	0
chr19	53009756	53011756	Mir6407	27	40	14	11	1.48148148148148	-1.27272727272727	23	NA	NA
chr4	156196488	156198488	Agrn	21	11	28	32	-1.90909090909091	1.14285714285714	23	0.536978520216631	2.10772877462506e-37
chr3	36571150	36573150	Ccna2	17	13	28	34	-1.30769230769231	1.21428571428571	23	-1.55765607217452	5.37388912103371e-120
chr10	128588652	128590652	Erbb3	10	10	34	38	0	1.11764705882353	23	0.00311940105676724	0.998675424526533
chr3	57847079	57849079	Pfn2	14	17	27	34	1.21428571428571	1.25925925925926	23	-0.314585174149516	7.35721955231694e-06
chr11	51649842	51651842	N4bp3	26	8	32	26	-3.25	-1.23076923076923	23	-0.974585284333181	5.8155751499892e-12
chr11	121387251	121389251	Rab40b	24	10	31	27	-2.4	-1.14814814814815	23	0.527532537692135	1.0282952309943e-05
chr3	88424139	88426139	Slc25a44	16	15	24	37	-1.06666666666667	1.54166666666667	23	0.126263775278242	0.0374193130465398
chr1	174920819	174922819	Grem2	18	14	27	33	-1.28571428571429	1.22222222222222	23	-0.0608120607981241	0.477207009688592
chr9	51076094	51078094	Layn	17	21	31	23	1.23529411764706	-1.34782608695652	23	-0.377854683608138	0.00382619168977137
chr16	5203012	5205012	Nagpa	17	11	32	32	-1.54545454545455	0	23	0.129775703853641	0.130856545004298
chr11	54027090	54029090	Slc22a4	27	18	20	27	-1.5	1.35	23	0.645252312226798	0.00688035678111511
chr2	69712516	69714516	Fastkd1	16	12	35	29	-1.33333333333333	-1.20689655172414	23	-0.127249383944285	0.15665397997377
chr13	6647777	6649777	Pfkp	24	9	33	26	-2.66666666666667	-1.26923076923077	23	-0.642815753513766	1.58422950519453e-21
chr18	31608911	31610911	Slc25a46	25	10	26	31	-2.5	1.19230769230769	23	0.276040879139355	3.37247604144033e-08
chr14	21847977	21849977	Comtd1	23	10	37	22	-2.3	-1.68181818181818	23	0.373720044960737	0.00659400575588717
chr9	107337350	107339350	Hemk1	19	17	30	26	-1.11764705882353	-1.15384615384615	23	-0.219456086822537	0.67310404122981
chr18	67448172	67450172	Afg3l2	24	9	25	34	-2.66666666666667	1.36	23	-0.074337200852536	0.0528559738336265
chr4	155623854	155625854	Cdk11b	12	16	32	31	1.33333333333333	-1.03225806451613	22.75	0.0563270801499119	0.527630444865297
chr12	38778380	38780380	Etv1	20	12	28	31	-1.66666666666667	1.10714285714286	22.75	-1.07934985665484	2.83828264806433e-08
chr10	76252853	76254853	S100b	28	27	19	17	-1.03703703703704	-1.11764705882353	22.75	-0.913292864850897	4.64806384929281e-23
chr13	55634027	55636027	Ddx46	13	23	27	28	1.76923076923077	1.03703703703704	22.75	-0.100269805455638	0.055628391832437
chr18	69342356	69344356	Tcf4	20	23	24	24	1.15	0	22.75	-0.374942462226403	1.62716425721856e-13
chr9	87021014	87023014	Cyb5r4	19	10	32	30	-1.9	-1.06666666666667	22.75	0.230897508429491	8.61664910260942e-07
chr2	69820944	69822944	Klhl23	13	14	34	30	1.07692307692308	-1.13333333333333	22.75	-1.4286993532302	1.25574462099875e-48
chr17	49614136	49616136	Kif6	28	15	33	15	-1.86666666666667	-2.2	22.75	-0.090593176600281	0.783349941085451
chr5	115278666	115280666	Coq5	19	15	28	29	-1.26666666666667	1.03571428571429	22.75	-0.0212466176321944	0.826383851135632
chr1	177982423	177984423	Catspere2	26	15	26	24	-1.73333333333333	-1.08333333333333	22.75	0.57953205239566	0.690930232670275
chr7	100158277	100160277	Lipt2	27	16	28	20	-1.6875	-1.4	22.75	-0.278428141250396	0.126453280502303
chr10	120200658	120202658	Tmbim4	19	15	26	31	-1.26666666666667	1.19230769230769	22.75	0.516152218471139	2.66677203413172e-28
chr1	20950626	20952626	Efhc1	16	19	31	25	1.1875	-1.24	22.75	0.242524687237804	0.473511588574091
chr4	151860876	151862876	Camta1	29	6	38	18	-4.83333333333333	-2.11111111111111	22.75	-0.0473230142956189	0.877808024375745
chr11	101784371	101786371	Etv4	18	11	29	33	-1.63636363636364	1.13793103448276	22.75	0.522731549443252	0.000292683112844757
chr4	147935767	147937767	Plod1	20	12	30	29	-1.66666666666667	-1.03448275862069	22.75	0.575165875762162	9.53118347567822e-38
chr9	50527724	50529724	Pts	25	13	25	28	-1.92307692307692	1.12	22.75	-0.0721890302287892	0.554360856568778
chr2	5941792	5943792	Dhtkd1	13	14	40	24	1.07692307692308	-1.66666666666667	22.75	-0.538097981820531	0.0127967382026285
chr10	42017442	42019442	Armc2	19	19	27	26	0	-1.03846153846154	22.75	-0.38076707039808	0.102163348544213
chr9	45935058	45937058	Tagln	34	18	21	18	-1.88888888888889	-1.16666666666667	22.75	-1.37781802015053	3.24118623554777e-120
chr18	12304797	12306797	Ankrd29	19	6	35	31	-3.16666666666667	-1.12903225806452	22.75	0.53741686819397	1.35945290250945e-09
chr7	30534060	30536060	Arhgap33	23	11	29	28	-2.09090909090909	-1.03571428571429	22.75	-0.442344108424715	0.00184106120805497
chr4	147847366	147849366	Zfp933	22	14	25	30	-1.57142857142857	1.2	22.75	0.109299065350596	0.436421863268399
chr15	91190799	91192799	Abcd2	18	13	37	23	-1.38461538461538	-1.60869565217391	22.75	3.36665739876136	5.26446365596445e-19
chr12	103424830	103426830	Ddx24	13	13	29	36	0	1.24137931034483	22.75	-0.139843528178079	0.000690290409839555
chr4	141873920	141875920	Efhd2	10	10	44	27	0	-1.62962962962963	22.75	0.25280416778962	3.45125841391626e-06
chr12	87199454	87201454	Tmed8	18	13	30	30	-1.38461538461538	0	22.75	0.50372243912788	4.82320746014666e-22
chr18	20745404	20747404	B4galt6	15	10	35	31	-1.5	-1.12903225806452	22.75	-0.614916177293074	3.72270848707926e-26
chr15	98727198	98729198	Fkbp11	24	21	25	21	-1.14285714285714	-1.19047619047619	22.75	1.88558886676709	1.39090012426197e-194
chr14	61555886	61557886	Spryd7	15	9	46	21	-1.66666666666667	-2.19047619047619	22.75	-0.131551038241278	0.159160824344772
chr17	34038437	34040437	Col11a2	23	34	16	17	1.47826086956522	1.0625	22.5	7.19491773443223	0
chr7	97080586	97082586	Gab2	14	14	32	30	0	-1.06666666666667	22.5	1.22977172900184	1.48233998477592e-41
chr15	101253269	101255269	Nr4a1	19	19	24	28	0	1.16666666666667	22.5	1.41380366538076	4.58225095417664e-105
chr14	14345275	14347275	Il3ra	19	19	25	27	0	1.08	22.5	-0.672351538348238	1.72158099263081e-17
chr9	108852348	108854348	Slc26a6	28	16	22	24	-1.75	1.09090909090909	22.5	1.18866887767643	3.10100521301205e-20
chr5	110285306	110287306	Pole	10	9	32	39	-1.11111111111111	1.21875	22.5	-2.04452854168338	1.71883491558005e-86
chr12	20989459	20991459	Asap2	18	2	44	26	-9	-1.69230769230769	22.5	1.62414037673784	7.86218729702741e-192
chr18	23988632	23990632	Zfp35	20	20	27	23	0	-1.17391304347826	22.5	0.266896689294414	3.47284559697729e-05
chr5	25758997	25760997	Actr3b	8	6	39	37	-1.33333333333333	-1.05405405405405	22.5	-0.410133326912584	0.00917951818640489
chr4	131842470	131844470	Mecr	14	10	42	24	-1.4	-1.75	22.5	-0.183775000332453	0.0352771926567775
chr11	78464697	78466697	Slc46a1	26	12	31	21	-2.16666666666667	-1.47619047619048	22.5	0.621968581924262	9.23290735933763e-13
chr2	22773094	22775094	Apbb1ip	16	13	40	21	-1.23076923076923	-1.9047619047619	22.5	-1.25017541784272	3.50630505488534e-29
chr9	22155846	22157846	Pigyl	19	16	39	16	-1.1875	-2.4375	22.5	-0.115556901542172	0.299330589728213
chr7	16451779	16453779	Tmem160	20	6	36	28	-3.33333333333333	-1.28571428571429	22.5	-0.211703704288517	0.0239146145796824
chr4	134509999	134511999	Aunip	24	16	26	24	-1.5	-1.08333333333333	22.5	-1.97577336746255	8.4991615249177e-30
chr2	131126280	131128280	Hspa12b	26	14	29	21	-1.85714285714286	-1.38095238095238	22.5	-0.440136723565311	2.06534461816879e-11
chr7	126648309	126650309	Sgf29	21	16	23	30	-1.3125	1.30434782608696	22.5	-0.302620498833453	0.153575053095539
chr9	105641978	105643978	Pik3r4	13	9	28	40	-1.44444444444444	1.42857142857143	22.5	0.0204134833761686	0.816460491848404
chr18	37472540	37474540	Pcdhb15	17	16	34	23	-1.0625	-1.47826086956522	22.5	-0.4644598521163	4.25137965514487e-08
chr13	21505533	21507533	Zfp389	18	16	29	27	-1.125	-1.07407407407407	22.5	-0.616840188390344	0.563617130323678
chr8	64692054	64694054	Cpe	9	14	41	26	1.55555555555556	-1.57692307692308	22.5	3.8313232887085	0
chr7	34229336	34231336	Gpi1	19	14	24	33	-1.35714285714286	1.375	22.5	0.222007548617098	2.78620368148249e-06
chr7	10494394	10496394	Zik1	9	18	31	32	2	1.03225806451613	22.5	-0.524422384589604	4.17167844360343e-08
chr13	67728173	67730173	Zfp65	19	12	32	27	-1.58333333333333	-1.18518518518519	22.5	0.30887992484591	0.000379006613660634
chr4	128609098	128611098	Zscan20	18	13	29	30	-1.38461538461538	1.03448275862069	22.5	-0.0293629157527166	0.867570717444116
chr8	105295101	105297101	Exoc3l	20	22	27	21	1.1	-1.28571428571429	22.5	-0.118624081790911	0.685638290048758
chr10	9674208	9676208	Samd5	18	15	34	23	-1.2	-1.47826086956522	22.5	-0.352058092439395	2.51468045713793e-06
