label	Ets1	p300	Ets1_Z	p300_Z	DIFF	DIFF_Z	DIFF_Q	Ets1_Q	p300_Q
chr1 135100000 135200000	161	118	-0.340942644429053	0.403496079142392	0.04128448456	1.48169490365516	Q10	Q4	Q7
chr1 75300000 75400000	155	113	-0.427535810929939	0.274206761172676	0.04705807273	1.66465616988804	Q10	Q4	Q7
chr14 23300000 23400000	167	116	-0.254349477928168	0.351780351954506	0.05755762655	1.99738022384279	Q10	Q4	Q7
chr15 63700000 63800000	157	114	-0.39867142209631	0.300064624766619	0.06214211226	2.14265960398399	Q10	Q4	Q7
chr14 66100000 66200000	154	114	-0.441968005346753	0.300064624766619	0.0668421879	2.2916019540728	Q10	Q4	Q7
chr15 78500000 78600000	164	120	-0.29764606117861	0.455211806330278	0.07425803099	2.52660521408725	Q10	Q4	Q7
chr15 78800000 78900000	155	117	-0.427535810929939	0.377638215548449	0.07425803099	2.52660521408725	Q10	Q4	Q7
chr15 79400000 79500000	157	113	-0.39867142209631	0.274206761172676	0.07425803099	2.52660521408725	Q10	Q4	Q7
chr15 81800000 81900000	165	119	-0.283213866761796	0.429353942736335	0.07425803099	2.52660521408725	Q10	Q4	Q7
chr15 85500000 85600000	160	122	-0.355374838845867	0.506927533518164	0.07425803099	2.52660521408725	Q10	Q4	Q7
chr15 99400000 99500000	161	116	-0.340942644429053	0.351780351954506	0.07615624151	2.58675827490312	Q10	Q4	Q7
chr15 99500000 99600000	164	114	-0.29764606117861	0.300064624766619	0.07615624151	2.58675827490312	Q10	Q4	Q7
chr14 31200000 31300000	149	116	-0.514128977430824	0.351780351954506	0.08748493698	2.94575729023434	Q10	Q4	Q7
chr1 36500000 36600000	162	116	-0.326510450012239	0.351780351954506	0.02628566213	1.00639194421407	Q9	Q4	Q7
chr12 61800000 61900000	155	114	-0.427535810929939	0.300064624766619	0.011269251923	0.530531639521571	Q8	Q4	Q7
chr11 95700000 95800000	159	122	-0.369807033262682	0.506927533518164	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 98300000 98400000	151	119	-0.485264588597196	0.429353942736335	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 99100000 99200000	152	114	-0.470832394180381	0.300064624766619	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 100600000 100700000	161	122	-0.340942644429053	0.506927533518164	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 101400000 101500000	156	113	-0.413103616513124	0.274206761172676	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 102900000 103000000	167	119	-0.254349477928168	0.429353942736335	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 115900000 116000000	149	113	-0.514128977430824	0.274206761172676	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 116200000 116300000	163	118	-0.312078255595425	0.403496079142392	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 116300000 116400000	154	119	-0.441968005346753	0.429353942736335	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 118400000 118500000	153	121	-0.456400199763567	0.481069669924221	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 119500000 119600000	164	121	-0.29764606117861	0.481069669924221	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 119700000 119800000	163	114	-0.312078255595425	0.300064624766619	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr11 120500000 120600000	161	119	-0.340942644429053	0.429353942736335	0.00260476142	0.255959552456394	Q7	Q4	Q7
chr8 71500000 71600000	153	116	-0.456400199763567	0.351780351954506	0.00274697853	0.260466320476459	Q7	Q4	Q7
chr8 80600000 80700000	152	122	-0.470832394180381	0.506927533518164	0.00274697853	0.260466320476459	Q7	Q4	Q7
chr8 84000000 84100000	152	118	-0.470832394180381	0.403496079142392	0.00274697853	0.260466320476459	Q7	Q4	Q7
chr8 94500000 94600000	161	115	-0.340942644429053	0.325922488360562	0.00274697853	0.260466320476459	Q7	Q4	Q7
chr8 95100000 95200000	164	116	-0.29764606117861	0.351780351954506	0.00274697853	0.260466320476459	Q7	Q4	Q7
chr8 95400000 95500000	153	116	-0.456400199763567	0.351780351954506	0.00274697853	0.260466320476459	Q7	Q4	Q7
chr11 78900000 79000000	155	121	-0.427535810929939	0.481069669924221	0.00305912773	0.270358126265853	Q7	Q4	Q7
chr17 27400000 27500000	161	118	-0.340942644429053	0.403496079142392	0.00310163694	0.271705215573084	Q7	Q4	Q7
chr17 34000000 34100000	165	122	-0.283213866761796	0.506927533518164	0.00310163694	0.271705215573084	Q7	Q4	Q7
chr11 3800000 3900000	162	121	-0.326510450012239	0.481069669924221	0.00343176325	0.282166704324262	Q7	Q4	Q7
chr11 4800000 4900000	153	113	-0.456400199763567	0.274206761172676	0.00343176325	0.282166704324262	Q7	Q4	Q7
chr11 4900000 5000000	159	113	-0.369807033262682	0.274206761172676	0.00343176325	0.282166704324262	Q7	Q4	Q7
chr11 6000000 6100000	153	120	-0.456400199763567	0.455211806330278	0.00343176325	0.282166704324262	Q7	Q4	Q7
chr7 116200000 116300000	152	115	-0.470832394180381	0.325922488360562	0.00367671849	0.289929177081438	Q7	Q4	Q7
chr2 127700000 127800000	161	113	-0.340942644429053	0.274206761172676	0.00376242305	0.292645099027692	Q7	Q4	Q7
chr7 110000000 110100000	164	113	-0.29764606117861	0.274206761172676	0.0039788412	0.299503249902658	Q7	Q4	Q7
chr2 155000000 155100000	160	118	-0.355374838845867	0.403496079142392	0.00436717379	0.311809257933345	Q7	Q4	Q7
chr2 156800000 156900000	162	115	-0.326510450012239	0.325922488360562	0.00436717379	0.311809257933345	Q7	Q4	Q7
chr7 132200000 132300000	153	114	-0.456400199763567	0.300064624766619	0.00437129006	0.311939699861168	Q7	Q4	Q7
chr7 134300000 134400000	164	114	-0.29764606117861	0.300064624766619	0.00437129006	0.311939699861168	Q7	Q4	Q7
chr5 33700000 33800000	167	115	-0.254349477928168	0.325922488360562	0.00463702714	0.320360735655592	Q7	Q4	Q7
chr5 33900000 34000000	155	115	-0.427535810929939	0.325922488360562	0.00463702714	0.320360735655592	Q7	Q4	Q7
chr2 28000000 28100000	160	122	-0.355374838845867	0.506927533518164	0.00541416184	0.344987630501387	Q7	Q4	Q7
chr2 31700000 31800000	157	113	-0.39867142209631	0.274206761172676	0.00541416184	0.344987630501387	Q7	Q4	Q7
chr2 32700000 32800000	167	120	-0.254349477928168	0.455211806330278	0.00541416184	0.344987630501387	Q7	Q4	Q7
chr2 32900000 33000000	153	116	-0.456400199763567	0.351780351954506	0.00541416184	0.344987630501387	Q7	Q4	Q7
chr8 11900000 12000000	161	117	-0.340942644429053	0.377638215548449	0.00562623911	0.351708221703238	Q7	Q4	Q7
chr8 12600000 12700000	160	119	-0.355374838845867	0.429353942736335	0.00562623911	0.351708221703238	Q7	Q4	Q7
chr8 12900000 13000000	152	114	-0.470832394180381	0.300064624766619	0.00562623911	0.351708221703238	Q7	Q4	Q7
chr8 13000000 13100000	155	116	-0.427535810929939	0.351780351954506	0.00562623911	0.351708221703238	Q7	Q4	Q7
chr3 53400000 53500000	161	115	-0.340942644429053	0.325922488360562	0.00581905778	0.357818520355964	Q7	Q4	Q7
chr5 29000000 29100000	163	122	-0.312078255595425	0.506927533518164	0.006701408578	0.385779645138385	Q7	Q4	Q7
chr2 18500000 18600000	164	113	-0.29764606117861	0.274206761172676	0.00693488864	0.393178476943815	Q7	Q4	Q7
chr9 88300000 88400000	166	118	-0.268781672344982	0.403496079142392	-0.00472752225	0.0236042362922464	Q6	Q4	Q7
chr7 29400000 29500000	160	114	-0.355374838845867	0.300064624766619	-0.00448026892	0.0314395340317278	Q6	Q4	Q7
chr10 35400000 35500000	162	116	-0.326510450012239	0.351780351954506	-0.004373266218	0.0348303802909027	Q6	Q4	Q7
chr16 92000000 92100000	164	118	-0.29764606117861	0.403496079142392	-0.00400919249	0.0463676407112295	Q6	Q4	Q7
chr16 95000000 95100000	158	118	-0.384239227679496	0.403496079142392	-0.00400919249	0.0463676407112295	Q6	Q4	Q7
chr7 16000000 16100000	161	116	-0.340942644429053	0.351780351954506	-0.0039624407	0.0478491746283004	Q6	Q4	Q7
chr2 111000000 111100000	159	114	-0.369807033262682	0.300064624766619	-0.003887557562	0.0502221727266341	Q6	Q4	Q7
chr2 112000000 112100000	165	117	-0.283213866761796	0.377638215548449	-0.003887557562	0.0502221727266341	Q6	Q4	Q7
chr10 57300000 57400000	159	115	-0.369807033262682	0.325922488360562	-0.0038536187	0.0512976732616893	Q6	Q4	Q7
chr3 97200000 97300000	149	114	-0.514128977430824	0.300064624766619	-0.00377156722	0.0538978314709442	Q6	Q4	Q7
chr9 53400000 53500000	166	116	-0.268781672344982	0.351780351954506	-0.00334798535	0.0673208663335945	Q6	Q4	Q7
chr3 122200000 122300000	156	115	-0.413103616513124	0.325922488360562	-0.00301788052	0.0777816743974976	Q6	Q4	Q7
chr11 59100000 59200000	165	115	-0.283213866761796	0.325922488360562	-0.00272676954	0.0870067926336494	Q6	Q4	Q7
chr3 146300000 146400000	154	117	-0.441968005346753	0.377638215548449	-0.00269775258	0.087926321285072	Q6	Q4	Q7
chr3 89300000 89400000	158	114	-0.384239227679496	0.300064624766619	-0.002578279	0.0917123615835051	Q6	Q4	Q7
chr3 89500000 89600000	153	113	-0.456400199763567	0.274206761172676	-0.002578279	0.0917123615835051	Q6	Q4	Q7
chr3 89700000 89800000	154	118	-0.441968005346753	0.403496079142392	-0.002578279	0.0917123615835051	Q6	Q4	Q7
chr3 138600000 138700000	166	113	-0.268781672344982	0.274206761172676	-0.00253441336	0.0931024352780956	Q6	Q4	Q7
chr7 25200000 25300000	152	114	-0.470832394180381	0.300064624766619	-0.002430646	0.0963907556466825	Q6	Q4	Q7
chr9 68600000 68700000	165	118	-0.283213866761796	0.403496079142392	-0.00192190559	0.112512409435757	Q6	Q4	Q7
chr10 77500000 77600000	165	120	-0.283213866761796	0.455211806330278	-0.00166889797	0.120530056894975	Q6	Q4	Q7
chr10 78100000 78200000	163	113	-0.312078255595425	0.274206761172676	-0.00166889797	0.120530056894975	Q6	Q4	Q7
chr10 80800000 80900000	155	113	-0.427535810929939	0.274206761172676	-0.00166889797	0.120530056894975	Q6	Q4	Q7
chr16 5100000 5200000	153	118	-0.456400199763567	0.403496079142392	-0.00137927266	0.12970809521195	Q6	Q4	Q7
chr16 14600000 14700000	165	119	-0.283213866761796	0.429353942736335	-0.000997293619999999	0.141812763361986	Q6	Q4	Q7
chr16 18200000 18300000	155	115	-0.427535810929939	0.325922488360562	-0.000997293619999999	0.141812763361986	Q6	Q4	Q7
chr9 41400000 41500000	165	120	-0.283213866761796	0.455211806330278	-0.000960979779999999	0.142963525410222	Q6	Q4	Q7
chr9 45500000 45600000	151	117	-0.485264588597196	0.377638215548449	-0.000960979779999999	0.142963525410222	Q6	Q4	Q7
chr11 87900000 88000000	158	115	-0.384239227679496	0.325922488360562	-0.000805041989999998	0.147905092884709	Q6	Q4	Q7
chr10 65600000 65700000	163	116	-0.312078255595425	0.351780351954506	-0.000491346975	0.15784588454934	Q6	Q4	Q7
chr3 70900000 71000000	167	115	-0.254349477928168	0.325922488360562	-0.00044897201	0.159188719719548	Q6	Q4	Q7
chr9 94800000 94900000	167	116	-0.254349477928168	0.351780351954506	-1.95283899999989e-05	0.172797509639671	Q6	Q4	Q7
chr9 66900000 67000000	153	119	-0.456400199763567	0.429353942736335	3.16974499999997e-05	0.174420823300826	Q6	Q4	Q7
chr2 98100000 98200000	163	116	-0.312078255595425	0.351780351954506	0.00018100612	0.179152318260008	Q6	Q4	Q7
chr11 69100000 69200000	162	116	-0.326510450012239	0.351780351954506	0.000265896910000001	0.181842452362508	Q6	Q4	Q7
chr11 69400000 69500000	159	122	-0.369807033262682	0.506927533518164	0.000265896910000001	0.181842452362508	Q6	Q4	Q7
chr11 69800000 69900000	161	120	-0.340942644429053	0.455211806330278	0.000265896910000001	0.181842452362508	Q6	Q4	Q7
chr5 74300000 74400000	163	120	-0.312078255595425	0.455211806330278	0.000433820410000001	0.187163839216856	Q6	Q4	Q7
chr5 76900000 77000000	155	120	-0.427535810929939	0.455211806330278	0.000433820410000001	0.187163839216856	Q6	Q4	Q7
chr5 99400000 99500000	166	121	-0.268781672344982	0.481069669924221	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 103400000 103500000	157	118	-0.39867142209631	0.403496079142392	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 110200000 110300000	158	117	-0.384239227679496	0.377638215548449	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 110500000 110600000	151	114	-0.485264588597196	0.300064624766619	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 112900000 113000000	157	121	-0.39867142209631	0.481069669924221	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 115900000 116000000	161	115	-0.340942644429053	0.325922488360562	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 118200000 118300000	160	118	-0.355374838845867	0.403496079142392	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 120200000 120300000	165	114	-0.283213866761796	0.300064624766619	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 121800000 121900000	153	122	-0.456400199763567	0.506927533518164	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 138200000 138300000	149	118	-0.514128977430824	0.403496079142392	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr5 140500000 140600000	166	118	-0.268781672344982	0.403496079142392	0.000605877730000003	0.192616224147151	Q6	Q4	Q7
chr7 97300000 97400000	161	117	-0.340942644429053	0.377638215548449	0.000611075270000004	0.192780930820315	Q6	Q4	Q7
chr7 100400000 100500000	167	119	-0.254349477928168	0.429353942736335	0.000611075270000004	0.192780930820315	Q6	Q4	Q7
chr2 87800000 87900000	162	117	-0.326510450012239	0.377638215548449	0.00127939988	0.2139597044529	Q6	Q4	Q7
chr7 67700000 67800000	156	113	-0.413103616513124	0.274206761172676	0.00130200347999999	0.214675997883545	Q6	Q4	Q7
chr13 72800000 72900000	158	115	-0.384239227679496	0.325922488360562	0.001303923257	0.214736834372131	Q6	Q4	Q7
chr3 124900000 125000000	166	113	-0.268781672344982	0.274206761172676	0.00132556497	0.215422646227314	Q6	Q4	Q7
chr11 54000000 54100000	160	113	-0.355374838845867	0.274206761172676	0.00162889781	0.225035067283736	Q6	Q4	Q7
chr9 105600000 105700000	151	116	-0.485264588597196	0.351780351954506	0.00212233664	0.240671823922247	Q6	Q4	Q7
chr3 98300000 98400000	166	113	-0.268781672344982	0.274206761172676	0.00213319783	0.241016007992306	Q6	Q4	Q7
chr2 167600000 167700000	149	115	-0.514128977430824	0.325922488360562	0.00224988451	0.244713733236417	Q6	Q4	Q7
chr2 168000000 168100000	162	119	-0.326510450012239	0.429353942736335	0.00224988451	0.244713733236417	Q6	Q4	Q7
chr10 61200000 61300000	163	114	-0.312078255595425	0.300064624766619	0.0023557302	0.248067914535374	Q6	Q4	Q7
chr4 67800000 67900000	166	117	-0.268781672344982	0.377638215548449	-0.011009879741	-0.175479599900565	Q5	Q4	Q7
chr3 108000000 108100000	167	122	-0.254349477928168	0.506927533518164	-0.0068330259	-0.0431178094303131	Q5	Q4	Q7
chr10 50100000 50200000	159	119	-0.369807033262682	0.429353942736335	-0.005799633858	-0.0103702855418349	Q5	Q4	Q7
chr14 39400000 39500000	160	119	-0.355374838845867	0.429353942736335	-0.020759485764	-0.484438294340989	Q4	Q4	Q7
chr1 34700000 34800000	165	119	-0.283213866761796	0.429353942736335	-0.02783616108	-0.708693547471451	Q3	Q4	Q7
chr4 118200000 118300000	166	120	-0.268781672344982	0.455211806330278	-0.02386228247	-0.582763910487767	Q3	Q4	Q7
chr18 13400000 13500000	167	120	-0.254349477928168	0.455211806330278	-0.04462642084	-1.24076599455573	Q2	Q4	Q7
chr13 47300000 47400000	158	113	-0.384239227679496	0.274206761172676	-0.04404435056	-1.22232056472429	Q2	Q4	Q7
chr4 115700000 115800000	167	115	-0.254349477928168	0.325922488360562	-0.04381520643	-1.21505913579306	Q2	Q4	Q7
chr15 28500000 28600000	158	118	-0.384239227679496	0.403496079142392	-0.03768804418	-1.02089333617831	Q2	Q4	Q7
chr1 28200000 28300000	166	118	-0.268781672344982	0.403496079142392	-0.03698619568	-0.998652212204329	Q2	Q4	Q7
chr15 20700000 20800000	159	115	-0.369807033262682	0.325922488360562	-0.03479752364	-0.92929461411868	Q2	Q4	Q7
chr15 23800000 23900000	153	114	-0.456400199763567	0.300064624766619	-0.03479752364	-0.92929461411868	Q2	Q4	Q7
chr12 83000000 83100000	160	118	-0.355374838845867	0.403496079142392	-0.08275102845	-2.44891009447646	Q1	Q4	Q7
chr12 86000000 86100000	162	114	-0.326510450012239	0.300064624766619	-0.08275102845	-2.44891009447646	Q1	Q4	Q7
chr18 80200000 80300000	150	118	-0.49969678301401	0.403496079142392	-0.07938505165	-2.34224447176396	Q1	Q4	Q7
chr18 80600000 80700000	166	116	-0.268781672344982	0.351780351954506	-0.07938505165	-2.34224447176396	Q1	Q4	Q7
chr12 102000000 102100000	156	121	-0.413103616513124	0.481069669924221	-0.07870012775	-2.32053967739219	Q1	Q4	Q7
chr12 106800000 106900000	156	122	-0.413103616513124	0.506927533518164	-0.07870012775	-2.32053967739219	Q1	Q4	Q7
chr12 108100000 108200000	149	113	-0.514128977430824	0.274206761172676	-0.07870012775	-2.32053967739219	Q1	Q4	Q7
chr12 109500000 109600000	154	118	-0.441968005346753	0.403496079142392	-0.07870012775	-2.32053967739219	Q1	Q4	Q7
chr18 65100000 65200000	166	116	-0.268781672344982	0.351780351954506	-0.0753043255	-2.2129289055043	Q1	Q4	Q7
chr13 34900000 35000000	167	122	-0.254349477928168	0.506927533518164	-0.06202802718	-1.79221161843933	Q1	Q4	Q7
chr13 96900000 97000000	160	114	-0.355374838845867	0.300064624766619	-0.06170730473	-1.78204813191526	Q1	Q4	Q7
chr12 100200000 100300000	157	122	-0.39867142209631	0.506927533518164	-0.05681859166	-1.62712798395873	Q1	Q4	Q7
chr4 128500000 128600000	165	118	-0.283213866761796	0.403496079142392	-0.05646535724	-1.61593421418207	Q1	Q4	Q7
chr1 115100000 115200000	163	117	-0.312078255595425	0.377638215548449	-0.05547236778	-1.58446702192518	Q1	Q4	Q7
chr13 28600000 28700000	158	116	-0.384239227679496	0.351780351954506	-0.05040914476	-1.42401676678363	Q1	Q4	Q7
chr13 28800000 28900000	153	117	-0.456400199763567	0.377638215548449	-0.05040914476	-1.42401676678363	Q1	Q4	Q7
chr1 87700000 87800000	146	119	-0.557425560681267	0.429353942736335	0.04127515825	1.48139935893727	Q10	Q3	Q7
chr14 24500000 24600000	139	113	-0.658450921598967	0.274206761172676	0.05755762655	1.99738022384279	Q10	Q3	Q7
chr14 65900000 66000000	148	116	-0.528561171847638	0.351780351954506	0.0668421879	2.2916019540728	Q10	Q3	Q7
chr15 76100000 76200000	144	119	-0.586289949514895	0.429353942736335	0.07425803099	2.52660521408725	Q10	Q3	Q7
chr15 78000000 78100000	138	119	-0.672883116015781	0.429353942736335	0.07425803099	2.52660521408725	Q10	Q3	Q7
chr12 45900000 46000000	140	115	-0.644018727182152	0.325922488360562	0.02770679097	1.05142659587099	Q9	Q3	Q7
chr17 29100000 29200000	146	119	-0.557425560681267	0.429353942736335	0.00310163694	0.271705215573084	Q7	Q3	Q7
chr9 118900000 119000000	145	119	-0.571857755098081	0.429353942736335	0.00391020744	0.297328290541827	Q7	Q3	Q7
chr7 138200000 138300000	147	114	-0.542993366264453	0.300064624766619	0.00511942805	0.335647707764913	Q7	Q3	Q7
chr2 30500000 30600000	144	113	-0.586289949514895	0.274206761172676	0.00541416184	0.344987630501387	Q7	Q3	Q7
chr2 31400000 31500000	148	118	-0.528561171847638	0.403496079142392	0.00541416184	0.344987630501387	Q7	Q3	Q7
chr7 118400000 118500000	145	117	-0.571857755098081	0.377638215548449	0.01001242937	0.490703747583977	Q7	Q3	Q7
chr7 29300000 29400000	136	117	-0.701747504849409	0.377638215548449	-0.00448026892	0.0314395340317278	Q6	Q3	Q7
chr7 44600000 44700000	147	121	-0.542993366264453	0.481069669924221	-0.00260315016	0.090924210646463	Q6	Q3	Q7
chr3 85900000 86000000	142	118	-0.615154338348524	0.403496079142392	-0.002578279	0.0917123615835051	Q6	Q3	Q7
chr7 125800000 125900000	146	114	-0.557425560681267	0.300064624766619	-0.000838376169999995	0.146848754330234	Q6	Q3	Q7
chr5 134700000 134800000	148	118	-0.528561171847638	0.403496079142392	0.000605877730000003	0.192616224147151	Q6	Q3	Q7
chr7 66900000 67000000	147	120	-0.542993366264453	0.455211806330278	0.00130200347999999	0.214675997883545	Q6	Q3	Q7
chr9 107900000 108000000	137	122	-0.687315310432595	0.506927533518164	0.00212233664	0.240671823922247	Q6	Q3	Q7
chr4 107800000 107900000	148	121	-0.528561171847638	0.481069669924221	-0.00954496183	-0.129057300971025	Q5	Q3	Q7
chr4 135100000 135200000	143	118	-0.60072214393171	0.403496079142392	-0.00563808031	-0.00525075833688436	Q5	Q3	Q7
chr4 139200000 139300000	143	115	-0.60072214393171	0.325922488360562	-0.00563808031	-0.00525075833688436	Q5	Q3	Q7
chr12 8800000 8900000	142	115	-0.615154338348524	0.325922488360562	-0.04446441357	-1.23563208919473	Q2	Q3	Q7
chr12 80000000 80100000	141	115	-0.629586532765338	0.325922488360562	-0.08275102845	-2.44891009447646	Q1	Q3	Q7
chr12 111200000 111300000	128	116	-0.817205060183923	0.351780351954506	-0.07870012775	-2.32053967739219	Q1	Q3	Q7
