chr	enhancer_starts	enhancer_ends	gene	DAY0_H3K27ac	DAY4_H3K27ac	DAY0_H3K4me1	DAY4_H3K4me1	H3K27ac_FC	H3K4me3_FC	fragMEAN	log2FoldChange	padj
chr1	88798500	88801800	Platr5	10	15	10	16	1.5	1.6	12.75	1.66136585648454	NA
chr1	169847500	169849500	Ccdc190	7	15	18	11	2.14285714285714	-1.63636363636364	12.75	-1.03425711904434	0.683017390956314
chr1	171170400	171172400	Mpz	10	10	16	15	0	-1.06666666666667	12.75	0.153875220276303	0.749535152147075
chr1	192860800	192862800	Sertad4	8	8	23	12	0	-1.91666666666667	12.75	0.572910759432746	2.47559403280245e-50
chr2	71190000	71193700	Dync1i2	13	13	11	14	0	1.27272727272727	12.75	-0.172509820924262	2.16326517360886e-09
chr2	79541500	79546100	Cerkl	4	10	18	19	2.5	1.05555555555556	12.75	0.389849708499836	0.920097392667293
chr2	119303900	119305900	Vps18	16	12	14	9	-1.33333333333333	-1.55555555555556	12.75	-0.030941759237794	0.657785939058586
chr2	142980000	142982000	Kif16bos	13	16	12	10	1.23076923076923	-1.2	12.75	0.413114354914779	0.891157158903524
chr3	147885700	147887700	Adgrl2	13	7	11	20	-1.85714285714286	1.81818181818182	12.75	-0.837327651478618	2.8034470291173e-115
chr5	32159700	32161700	Fosl2	13	16	7	15	1.23076923076923	2.14285714285714	12.75	0.587839733559199	7.57116296898315e-58
chr5	73853800	73855800	Usp46	14	9	17	11	-1.55555555555556	-1.54545454545455	12.75	-0.214013740215285	1.51434205802161e-05
chr5	77128700	77132500	Hopx	14	11	16	10	-1.27272727272727	-1.6	12.75	0.277975148641016	0.0561021532351139
chr6	127528800	127530800	Cracr2a	10	5	21	15	-2	-1.4	12.75	0.778352537058931	6.49775044448137e-32
chr7	105728100	105730100	Rrp8	19	6	19	7	-3.16666666666667	-2.71428571428571	12.75	0.108307672232246	0.215843057439304
chr8	128266400	128269000	Mir21c	13	11	11	16	-1.18181818181818	1.45454545454545	12.75	NA	NA
chr9	61360100	61362100	Tle3	10	11	15	15	1.1	0	12.75	0.395863919096745	2.49038658844737e-25
chr9	87617300	87619300	Tbx18	17	10	15	9	-1.7	-1.66666666666667	12.75	0.00458229719875478	0.939190744443222
chr10	12986200	12988200	Sf3b5	7	9	17	18	1.28571428571429	1.05882352941176	12.75	0.172245419360113	0.0234395934558932
chr11	77625600	77627800	Taok1	11	9	18	13	-1.22222222222222	-1.38461538461538	12.75	0.192025808287932	2.59906364766525e-05
chr11	85874600	85877900	Tbx4	15	9	4	23	-1.66666666666667	5.75	12.75	-0.922141874445448	0.650536526313868
chr11	87004300	87006300	Ypel2	18	10	11	12	-1.8	1.09090909090909	12.75	0.309554830959532	3.96518630975269e-07
chr12	9237200	9239200	Ttc32	10	9	18	14	-1.11111111111111	-1.28571428571429	12.75	-0.322383182202102	0.0805860824156302
chr12	30167500	30169500	Sntg2	10	13	14	14	1.3	0	12.75	NA	NA
chr13	32610600	32612600	Mylk4	7	10	8	26	1.42857142857143	3.25	12.75	0.392664364420881	0.686352374360947
chr13	34155700	34157700	Psmg4	14	8	11	18	-1.75	1.63636363636364	12.75	-0.468255260402116	1.7663611605466e-05
chr13	99780200	99782200	Cartpt	11	15	4	21	1.36363636363636	5.25	12.75	-0.0639314283475696	0.970730794031638
chr14	25685400	25688600	Ppif	10	9	18	14	-1.11111111111111	-1.28571428571429	12.75	-0.644924777135729	4.46633313269291e-17
chr14	32949900	32951900	Lrrc18	6	16	11	18	2.66666666666667	1.63636363636364	12.75	NA	NA
chr15	99661700	99664500	Asic1	10	16	11	14	1.6	1.27272727272727	12.75	-0.537822667731283	1.84484672350066e-08
chr15	103370900	103372900	Itga5	12	8	17	14	-1.5	-1.21428571428571	12.75	0.0398862232685267	0.29271251665637
chr16	20090200	20092200	Klhl24	8	11	14	18	1.375	1.28571428571429	12.75	1.5952352930835	2.41576635472062e-144
chr16	21388700	21390700	Vps8	9	7	16	19	-1.28571428571429	1.1875	12.75	0.136837427507223	0.446144109610292
chr19	26548000	26551700	Smarca2	12	9	19	11	-1.33333333333333	-1.72727272727273	12.75	-0.601284534659384	1.28751607245769e-54
chr1	14504600	14506600	Eya1	12	11	14	13	-1.09090909090909	-1.07692307692308	12.5	-0.941092826822915	2.94124271659598e-34
chr1	74179000	74181000	Cxcr1	12	16	11	11	1.33333333333333	0	12.5	NA	NA
chr1	132851400	132854800	Lrrn2	16	16	8	10	0	1.25	12.5	1.67442400095584	0.545801091302288
chr2	17838400	17842400	Nebl	9	10	14	17	1.11111111111111	1.21428571428571	12.5	0.386316701969989	0.833946642839399
chr2	29271200	29273200	Ntng2	9	9	22	10	0	-2.2	12.5	0.440204639391596	8.54418112820614e-07
chr2	32639800	32641800	Eng	13	15	5	17	1.15384615384615	3.4	12.5	-0.240605248002022	0.16661678536708
chr2	103324500	103326500	Ehf	10	13	14	13	1.3	-1.07692307692308	12.5	2.18679992775124	2.93560678370288e-22
chr2	150777500	150779500	Pygb	9	15	11	15	1.66666666666667	1.36363636363636	12.5	-0.112394362991792	0.00524985889529373
chr2	153606600	153608600	Commd7	7	10	11	22	1.42857142857143	2	12.5	-0.0959757746984832	0.127655852547559
chr2	168610100	168612100	Nfatc2	11	6	13	20	-1.83333333333333	1.53846153846154	12.5	-0.629673329043685	0.00712179622848767
chr2	170168500	170170500	Zfp217	11	10	17	12	-1.1	-1.41666666666667	12.5	-0.376011106139295	2.44984232261525e-05
chr4	63185400	63188000	Kif12	6	16	15	13	2.66666666666667	-1.15384615384615	12.5	-2.10277881230972	0.444263816034465
chr4	124034000	124039300	Rragc	22	8	11	9	-2.75	-1.22222222222222	12.5	0.524831734280967	2.90094212524669e-39
chr4	152164500	152166500	Hes2	10	22	8	10	2.2	1.25	12.5	1.8330320894632	NA
chr5	73692900	73695900	Spata18	8	7	21	14	-1.14285714285714	-1.5	12.5	1.11116986148538	NA
chr5	139571400	139573400	Uncx	5	9	24	12	1.8	-2	12.5	NA	NA
chr6	29245200	29247200	Hilpda	7	11	16	16	1.57142857142857	0	12.5	0.821280489199898	9.00202049844418e-35
chr6	149134100	149136100	Etfbkmt	8	16	14	12	2	-1.16666666666667	12.5	0.183989222303272	0.30709723976825
chr7	67379600	67381600	Mef2a	14	11	8	17	-1.27272727272727	2.125	12.5	0.810555827109887	6.49919429615051e-89
chr8	23453400	23455400	Sfrp1	15	7	16	12	-2.14285714285714	-1.33333333333333	12.5	0.966245850827986	0.742519533641734
chr8	57399600	57402800	Scrg1	7	11	7	25	1.57142857142857	3.57142857142857	12.5	NA	NA
chr8	115805600	115807600	Maf	14	9	19	8	-1.55555555555556	-2.375	12.5	-0.133771647111139	0.00835097808824254
chr9	32409400	32411400	Kcnj1	13	13	11	13	0	1.18181818181818	12.5	NA	NA
chr10	20904200	20909400	Ahi1	13	10	9	18	-1.3	2	12.5	0.38209103031575	4.8474809956236e-16
chr10	62099200	62103000	Fam241b	15	5	13	17	-3	1.30769230769231	12.5	NA	NA
chr10	75872800	75874800	Mif	13	8	15	14	-1.625	-1.07142857142857	12.5	0.151984903574161	0.0484929516158997
chr10	128258500	128260500	Apon	9	7	21	13	-1.28571428571429	-1.61538461538462	12.5	-0.605634392092752	0.471653370129312
chr11	49754400	49756400	Gfpt2	13	7	14	16	-1.85714285714286	1.14285714285714	12.5	0.681941838074934	1.96994081690746e-06
chr11	95181100	95183100	Dlx4	15	13	10	12	-1.15384615384615	1.2	12.5	1.32743231634957	6.04984486252903e-09
chr11	121014700	121016700	Cd7	14	9	14	13	-1.55555555555556	-1.07692307692308	12.5	NA	NA
chr12	33978400	33980400	Twist1	7	12	14	17	1.71428571428571	1.21428571428571	12.5	-0.250255030016684	6.31006507015216e-05
chr13	32928500	32930500	Serpinb1c	11	12	16	11	1.09090909090909	-1.45454545454545	12.5	-0.331477887569045	NA
chr15	6952900	6955500	Osmr	3	10	19	18	3.33333333333333	-1.05555555555556	12.5	-0.984571802979582	7.70894378314953e-18
chr15	36899200	36902200	Zfp706	6	7	20	17	1.16666666666667	-1.17647058823529	12.5	-0.489034283854612	2.83973529382434e-08
chr15	96801600	96803600	Slc38a2	18	5	13	14	-3.6	1.07692307692308	12.5	0.485254417304118	3.38898124384836e-46
chr16	4011800	4014500	Slx4	12	14	15	9	1.16666666666667	-1.66666666666667	12.5	-0.256052210196477	0.00340506558051958
chr16	30098900	30100900	Hes1	6	8	13	23	1.33333333333333	1.76923076923077	12.5	0.978830823232212	1.96175937458353e-16
chr16	91969200	91971200	Atp5o	8	5	13	24	-1.6	1.84615384615385	12.5	-0.298660334683766	6.3858479268789e-16
chr16	91994500	91996500	Mrps6	11	14	9	16	1.27272727272727	1.77777777777778	12.5	-0.285547344181455	2.36446391910773e-07
chr17	47850366	47852366	Mdfi	4	7	21	18	1.75	-1.16666666666667	12.5	-0.388437962607337	0.860095791704813
chr19	26507400	26511000	Smarca2	12	7	17	14	-1.71428571428571	-1.21428571428571	12.5	-0.601284534659384	1.28751607245769e-54
chr1	38769400	38771400	Lonrf2	12	5	17	15	-2.4	-1.13333333333333	12.25	2.83269469575906	NA
chr1	60935200	60937200	Ctla4	8	9	10	22	1.125	2.2	12.25	NA	NA
chr1	90423500	90425500	Cops8	8	5	16	20	-1.6	1.25	12.25	-0.0120734731121197	0.917146487563814
chr1	161462600	161465400	Tnfsf18	10	12	13	14	1.2	1.07692307692308	12.25	-0.353253190426434	NA
chr1	182985700	182987700	Tlr5	8	12	18	11	1.5	-1.63636363636364	12.25	0.32729286480972	0.00347240524677104
chr1	193385300	193387300	Camk1g	9	3	29	8	-3	-3.625	12.25	-1.16371175666056	0.512725456394929
chr2	19145000	19147000	Armc3	13	7	17	12	-1.85714285714286	-1.41666666666667	12.25	-3.101405718272	0.278559208145103
chr2	75957800	75961600	Ttc30a2	9	11	18	11	1.22222222222222	-1.63636363636364	12.25	2.37783345143956	NA
chr2	91027700	91029700	Rapsn	13	9	12	15	-1.44444444444444	1.25	12.25	0.61583131749604	0.15950625807497
chr2	103893800	103898800	Lmo2	15	12	11	11	-1.25	0	12.25	1.78533007895013	0.376776067365358
chr2	168047300	168049300	Pard6b	9	11	17	12	1.22222222222222	-1.41666666666667	12.25	-3.03977448238194	0.0637215134589125
chr3	104539800	104543300	Lrig2	17	6	17	9	-2.83333333333333	-1.88888888888889	12.25	0.0324849007619679	0.795846423469912
chr3	104564700	104566700	Lrig2	10	9	21	9	-1.11111111111111	-2.33333333333333	12.25	0.0324849007619679	0.795846423469912
chr4	120143600	120145600	Edn2	7	12	16	14	1.71428571428571	-1.14285714285714	12.25	0.38982909723421	NA
chr4	120247000	120250600	Foxo6	4	9	10	26	2.25	2.6	12.25	-1.04396964669488	0.645686763572289
chr4	135079200	135081200	Runx3	12	9	16	12	-1.33333333333333	-1.33333333333333	12.25	0.70879509212861	2.69896403444868e-33
chr4	141259700	141261700	Arhgef19	18	8	15	8	-2.25	-1.875	12.25	0.990620317149841	9.39823937208269e-81
chr6	42390900	42392900	Tas2r143	18	8	14	9	-2.25	-1.55555555555556	12.25	0.357328021878794	NA
chr6	142549800	142553000	Kcnj8	12	8	18	11	-1.5	-1.63636363636364	12.25	NA	NA
chr7	51693200	51695200	Slc17a6	18	12	10	9	-1.5	-1.11111111111111	12.25	0.438935131614231	0.688614158100311
chr7	51741700	51743700	Slc17a6	12	9	10	18	-1.33333333333333	1.8	12.25	0.438935131614231	0.688614158100311
chr8	61396400	61398400	Sh3rf1	15	11	7	16	-1.36363636363636	2.28571428571429	12.25	0.866029655598424	4.54254044837934e-49
chr9	70670600	70673000	Adam10	7	14	14	14	2	0	12.25	0.018502762071854	0.670920714919131
chr9	87773300	87775300	Tbx18	11	12	19	7	1.09090909090909	-2.71428571428571	12.25	0.00458229719875478	0.939190744443222
chr10	61825400	61828000	Col13a1	12	9	13	15	-1.33333333333333	1.15384615384615	12.25	7.46053146304081	3.00862834333199e-12
chr11	77900600	77902600	Pipox	7	7	15	20	0	1.33333333333333	12.25	0.163209348218515	0.89088994130234
chr11	98295800	98299200	Neurod2	10	11	10	18	1.1	1.8	12.25	0.38982909723421	NA
chr12	15602900	15604900	Mir6387	11	6	22	10	-1.83333333333333	-2.2	12.25	1.83492847526347	NA
chr13	3723100	3725100	Calml3	18	11	8	12	-1.63636363636364	1.5	12.25	4.59716092245112	2.98566035503547e-05
chr14	60408800	60411800	Amer2	7	9	13	20	1.28571428571429	1.53846153846154	12.25	NA	NA
chr15	36884400	36886400	Ywhaz	14	8	10	17	-1.75	1.7	12.25	-0.129981715111151	4.00500747665512e-06
chr15	36973100	36975100	Zfp706	6	13	11	19	2.16666666666667	1.72727272727273	12.25	-0.489034283854612	2.83973529382434e-08
chr15	38175600	38177600	Odf1	10	8	11	20	-1.25	1.81818181818182	12.25	0.389815904760636	NA
chr15	59173000	59175600	Mtss1	13	11	11	14	-1.18181818181818	1.27272727272727	12.25	-0.393575043142213	1.36825325603273e-08
chr16	44600400	44603200	Boc	7	6	15	21	-1.16666666666667	1.4	12.25	0.849526817235809	1.39295024372809e-60
chr16	58655700	58660200	Cpox	14	12	10	13	-1.16666666666667	1.3	12.25	0.876896383655871	5.15944437268692e-79
chr17	25679300	25681300	Gng13	12	8	14	15	-1.5	1.07142857142857	12.25	1.11117688693878	NA
chr17	44151200	44153200	Clic5	8	17	8	16	2.125	2	12.25	2.17090544483512	6.43953525604857e-16
chr17	46885400	46887400	Tbcc	15	16	11	7	1.06666666666667	-1.57142857142857	12.25	-0.0989943757640281	0.205545444216482
chr17	47862800	47864800	Foxp4	21	7	13	8	-3	-1.625	12.25	-0.312796677577702	7.87410375828529e-08
chr18	4871700	4873700	Svil	9	4	17	19	-2.25	1.11764705882353	12.25	-0.309210735377921	2.21098186362489e-10
chr19	6022500	6024500	Capn1	7	13	15	14	1.85714285714286	-1.07142857142857	12.25	0.108487537555099	0.0127249965177102
chr19	55142400	55145400	Gpam	10	6	15	18	-1.66666666666667	1.2	12.25	-0.372391892402992	2.47383822129393e-08
chr1	23334000	23337900	Mir30c-2	16	12	13	7	-1.33333333333333	-1.85714285714286	12	NA	NA
chr1	72936000	72938000	Igfbp5	18	8	8	14	-2.25	1.75	12	-1.81278608773048	8.9951731659332e-68
chr1	134340800	134342800	Tmem183a	8	15	13	12	1.875	-1.08333333333333	12	0.452909085591982	1.31812062399675e-18
chr2	51844200	51846200	Rbm43	9	10	19	10	1.11111111111111	-1.9	12	-0.536517806241642	3.93099407110083e-15
chr2	132989200	132991200	Fermt1	9	12	7	20	1.33333333333333	2.85714285714286	12	NA	NA
chr4	54027400	54031000	Tmem38b	12	7	21	8	-1.71428571428571	-2.625	12	0.25401914173132	0.000812773989354868
chr4	120675000	120682800	Cited4	16	11	9	12	-1.45454545454545	1.33333333333333	12	NA	NA
chr4	134306500	134308500	Trim63	10	7	13	18	-1.42857142857143	1.38461538461538	12	2.791228770821	0.00299803859362951
chr5	37966400	37970100	Stx18	10	8	18	12	-1.25	-1.5	12	0.704030167305693	1.25080167872293e-20
chr5	52712100	52714100	Pi4k2b	13	4	17	14	-3.25	-1.21428571428571	12	0.885354577116062	2.0345454600545e-89
chr5	74183200	74185200	Rasl11b	15	10	16	7	-1.5	-2.28571428571429	12	-0.674019844776619	1.15462289938231e-05
chr5	107014200	107016400	Cdc7	9	14	10	15	1.55555555555556	1.5	12	-0.990449397781848	6.27055062094329e-18
chr6	30604000	30606000	Cpa5	13	17	8	10	1.30769230769231	1.25	12	-2.53522192626109	0.222899291805795
chr6	112981400	112983400	Srgap3	21	10	9	8	-2.1	-1.125	12	0.316959165488881	7.81472460726689e-19
chr7	35166400	35168400	Slc7a10	14	11	12	11	-1.27272727272727	-1.09090909090909	12	NA	NA
chr7	51735600	51737600	Slc17a6	11	5	18	14	-2.2	-1.28571428571429	12	0.438935131614231	0.688614158100311
chr7	127095600	127097600	AI467606	7	7	18	16	0	-1.125	12	2.84400630228078	3.07086763832404e-19
chr8	11591500	11593500	Ankrd10	4	14	9	21	3.5	2.33333333333333	12	0.339500225492856	8.61269938856112e-07
chr8	72267800	72269800	Ap1m1	16	11	12	9	-1.45454545454545	-1.33333333333333	12	0.405547111408483	4.27930829763772e-25
chr9	35529000	35531000	Ddx25	12	7	16	13	-1.71428571428571	-1.23076923076923	12	2.28590579819661	0.0831059485273985
chr9	64060600	64062600	Scarletltr	11	17	11	9	1.54545454545455	-1.22222222222222	12	0.829574158189694	0.652205608411285
chr10	61067600	61070500	Pcbd1	8	10	15	15	1.25	0	12	0.389823182576969	NA
chr10	70860200	70862200	Bicc1	9	10	22	7	1.11111111111111	-3.14285714285714	12	-0.164029278704097	1.06732235546558e-06
chr11	101145600	101147600	Tubg2	10	13	11	14	1.3	1.27272727272727	12	-0.204879893847845	0.325314041283804
chr12	109950600	109953500	Mirg	13	13	12	10	0	-1.2	12	0.782216034824834	0.560117040999046
chr13	41661800	41663800	Tmem170b	13	7	10	18	-1.85714285714286	1.8	12	0.164377208147385	0.137197292464055
chr13	51017000	51019000	Spin1	7	13	12	16	1.85714285714286	1.33333333333333	12	-0.275651174861848	2.04933466244781e-17
chr14	79306400	79309200	Rgcc	15	10	11	12	-1.5	1.09090909090909	12	1.3633138028533	7.2874923511923e-18
chr14	102925000	102927000	Mir5130	13	8	14	13	-1.625	-1.07692307692308	12	NA	NA
chr15	7441300	7444100	Egflam	11	9	12	16	-1.22222222222222	1.33333333333333	12	1.70035979637939	0.368052190501211
chr15	26953100	26955100	Fbxl7	10	6	16	16	-1.66666666666667	0	12	-0.721983339213339	3.84207536725014e-13
chr16	17742300	17744300	Med15	10	6	10	22	-1.66666666666667	2.2	12	0.233525334217947	3.0212320846317e-06
chr17	12630800	12632800	Slc22a1	4	9	20	15	2.25	-1.33333333333333	12	1.84452976606568	0.60490221128053
chr17	42790000	42792000	Cd2ap	17	11	5	15	-1.54545454545455	3	12	1.3965328374501	3.0903821679479e-259
chr17	66276200	66278800	Mtcl1	16	6	13	13	-2.66666666666667	0	12	-0.600158603936429	6.61289134318564e-05
chr17	86957300	86959300	Rhoq	11	15	11	11	1.36363636363636	0	12	0.623071641205396	1.39908211725954e-113
chr18	5855800	5857800	Zeb1	14	12	9	13	-1.16666666666667	1.44444444444444	12	-0.50888431738639	0.00287604016377372
chr18	6144300	6146300	Arhgap12	9	10	15	14	1.11111111111111	-1.07142857142857	12	0.857448385621841	1.75418170336836e-39
chr18	13138700	13141500	Hrh4	7	12	17	12	1.71428571428571	-1.41666666666667	12	NA	NA
chr18	38153000	38155000	Pcdh1	10	8	14	16	-1.25	1.14285714285714	12	-3.20374164794206	0.0893868055823173
chr18	52749300	52751300	Sncaip	6	9	12	21	1.5	1.75	12	6.15560618274803	1.21280842806988e-42
chr18	62159300	62164200	Adrb2	9	12	17	10	1.33333333333333	-1.7	12	0.182828643048322	0.75672186212548
chr19	23489100	23491100	Mamdc2	11	5	23	9	-2.2	-2.55555555555556	12	3.88847313305276	1.0564180532702e-11
chr1	43425300	43428100	Nck2	9	6	10	22	-1.5	2.2	11.75	-1.39064868959055	2.07657393348753e-61
chr1	73540600	73542600	Pinc	15	8	13	11	-1.875	-1.18181818181818	11.75	0.38982909723421	NA
chr1	74270700	74272700	Gpbar1	11	12	12	12	1.09090909090909	0	11.75	1.00559884521008	0.627710577895956
chr1	153200600	153202600	Lamc2	11	11	11	14	0	1.27272727272727	11.75	2.76133880643007	2.31299811507574e-23
chr1	184724300	184726300	Hlx	12	16	9	10	1.33333333333333	1.11111111111111	11.75	-0.12806404623032	0.117614512699903
chr2	19670100	19672100	Otud1	13	10	9	15	-1.3	1.66666666666667	11.75	0.579790599623395	9.95352171835151e-16
chr2	148116400	148118400	Foxa2	13	8	11	15	-1.625	1.36363636363636	11.75	NA	NA
chr3	27724900	27726900	Fndc3b	3	6	18	20	2	1.11111111111111	11.75	0.606091387825558	6.19720782203548e-63
chr3	57444900	57446900	Tm4sf4	12	16	4	15	1.33333333333333	3.75	11.75	-1.59210186592602	0.580830186395984
chr3	84429600	84431600	Fhdc1	8	9	18	12	1.125	-1.5	11.75	-1.03493405956257	0.00281657698978196
chr3	98245000	98248300	Reg4	3	14	12	18	4.66666666666667	1.5	11.75	NA	NA
chr3	137752400	137754400	Mir6380	14	14	10	9	0	-1.11111111111111	11.75	NA	NA
chr5	35188400	35190400	Lrpap1	10	9	7	21	-1.11111111111111	3	11.75	-0.0355510797401883	0.57640359305516
chr5	64852200	64854200	Klf3	17	8	13	9	-2.125	-1.44444444444444	11.75	0.662343381567193	4.00844777306077e-31
chr5	134643900	134645900	Eif4h	11	11	9	16	0	1.77777777777778	11.75	-0.0471123207239489	0.123807560894376
chr5	144977800	144979800	Smurf1	12	9	13	13	-1.33333333333333	0	11.75	-0.612170321749446	1.74955972714961e-50
chr6	120828600	120831000	Bcl2l13	5	16	13	13	3.2	0	11.75	0.633273499044676	2.13824032487873e-27
chr7	16052800	16054800	Bicra	10	20	7	10	2	1.42857142857143	11.75	-0.367358280402343	4.15656182024551e-06
chr8	128543500	128545500	Itgb1	10	13	10	14	1.3	1.4	11.75	0.136735501724337	4.83727767043452e-09
chr9	32759800	32761800	Ets1	11	14	9	13	1.27272727272727	1.44444444444444	11.75	-0.246547123389143	0.000100986100463435
chr9	66707700	66709700	Car12	11	3	16	17	-3.66666666666667	1.0625	11.75	-2.28143398358556	0.441310717792054
chr10	80199300	80201300	Efna2	12	9	16	10	-1.33333333333333	-1.6	11.75	0.599692756327786	3.09214145092368e-09
chr10	111098700	111100700	Osbpl8	8	13	15	11	1.625	-1.36363636363636	11.75	0.997080393908421	8.85260943528356e-113
chr11	4973200	4975200	Ap1b1	9	6	17	15	-1.5	-1.13333333333333	11.75	-0.171482154427704	0.00310322368419863
chr11	8789000	8791600	Tns3	10	6	15	16	-1.66666666666667	1.06666666666667	11.75	-0.807456019276827	1.364157152241e-83
chr11	31733400	31735400	Bod1	15	7	8	17	-2.14285714285714	2.125	11.75	0.00944998483549955	0.880297647107269
chr13	98391800	98394000	Foxd1	8	3	15	21	-2.66666666666667	1.4	11.75	1.28894439671792	0.0224341945458383
chr13	107930500	107932500	Zswim6	7	15	13	12	2.14285714285714	-1.08333333333333	11.75	0.606730072811698	6.43095453744598e-27
chr14	60413200	60415400	Amer2	7	14	21	5	2	-4.2	11.75	NA	NA
chr15	83733700	83737400	Scube1	15	17	7	8	1.13333333333333	1.14285714285714	11.75	4.22833959559907	3.46829888846674e-12
chr16	21390900	21392900	Vps8	11	14	13	9	1.27272727272727	-1.44444444444444	11.75	0.136837427507223	0.446144109610292
chr16	90517000	90519000	Hunk	12	5	14	16	-2.4	1.14285714285714	11.75	-1.61294536052295	6.24095021605075e-137
chr17	43556700	43558700	Pla2g7	9	8	22	8	-1.125	-2.75	11.75	-1.17771439760049	0.00214350270177655
chr17	75000200	75002200	Ltbp1	12	11	10	14	-1.09090909090909	1.4	11.75	-0.599945609778717	1.00050423981996e-35
chr19	38363200	38365200	Slc35g1	6	5	22	14	-1.2	-1.57142857142857	11.75	0.454646112717462	0.0613306222947861
chr19	38372400	38374400	Slc35g1	11	8	13	15	-1.375	1.15384615384615	11.75	0.454646112717462	0.0613306222947861
chr19	56735300	56737300	Adrb1	11	8	6	22	-1.375	3.66666666666667	11.75	NA	NA
chr1	72805000	72807000	Igfbp2	14	4	13	15	-3.5	1.15384615384615	11.5	0.270948748438851	9.93542099608991e-05
chr1	135216900	135218900	Elf3	5	7	16	18	1.4	1.125	11.5	-0.331497412254832	NA
